ID,COORDS_X,COORDS_Y,AGE,BATHROOMS,HOUSESIZE,LOTSIZE,NEWHOME,POSTFIRM,DFLOOD100,DFLOOD500,FIRSTROW,PROXAMEN,DISTAMEN,DISTCBD,DISTHWY,DISTPARK,PRICE
103,2709210.56189728,401444.123218116,3,3,1188,1.223,1,1,1,0,0,5131.81,3314.811,46516.432,13293.982,27401.529,127700
132,2709168.50275652,401276.847956374,21,1.5,1360,1.017,1,1,1,0,0,5236.298,3210.323,46348.938,13173.667,27309.048,119900
154,2693211.90832243,400998.657286077,44,1.5,860,0.414,1,0,1,0,1,8168.125,278.496,40822.766,1658.465,12657.885,118700
156,2693242.10076634,400845.584182053,24,2,2421,1.686,1,1,1,0,1,8103.862,342.759,40662.895,1504.1,12591.199,591400
159,2693498.17796273,400727.369167505,38,3,2853,1.403,1,0,1,0,0,7811.475,635.146,40595.817,1459.91,12760.21,612600
160,2709048.91263324,400707.952610721,24,2,1917,1.977,1,1,1,0,0,5571.788,2874.833,45794.931,12799.058,27032.859,217400
162,2710599.15642585,400332.726303006,94,1,594,21.68,1,0,1,0,1,6831.605,1615.016,46237.834,14007.28,28430.08,176600
163,2694252.25004495,400691.227904949,25,2,1364,0.697,0,1,0,0,0,7112.372,1334.249,40687.543,1597.123,13344.795,150400
164,2693211.60676474,400666.536755174,27,2,2352,0.942,1,1,1,0,1,8104.494,342.127,40483.416,1324.358,12462.926,532900
166,2694290.38663874,400541.143797036,25,2,1280,0.932,1,1,0,0,0,7025.023,1421.598,40549.351,1463.734,13316.027,130600
168,2708979.12462026,400460.273209128,46,1,1324,1.316,0,0,1,0,0,5649.623,2796.998,45511.905,12574.475,26851.268,112500
171,2693112.86254507,400344.699362128,7,2,1256,1.283,0,1,0,0,1,8111.713,334.908,40173.97,1011.579,12218.176,247200
174,2694265.54046398,400291.916060377,94,1,1124,1.398,1,0,0,0,0,6979.388,1467.233,40303.627,1220.119,13180.924,116700
178,2694516.0549477,400278.233481512,24,1.5,1071,0.459,1,1,0,0,0,6738.116,1708.505,40336.416,1265.247,13390.045,100000
181,2693880.82071799,400122.678248882,57,1.5,1769,0.715,1,0,1,0,0,7297.239,1149.382,40062.679,959.352,12758.02,180300
182,2694492.7416762,400125.219126522,26,2,1232,0.826,1,1,0,0,0,6715.347,1731.274,40177.774,1107.075,13293.568,120900
188,2694060.14247265,400036.616792537,32,2,1970,0.895,1,0,1,0,0,7122.32,1324.301,40017.192,924.311,12862.062,233600
189,2693383.98651661,400051.699407362,40,4,3060,1.187,0,0,1,0,0,7751.836,694.785,39934.367,800.601,12328.077,793800
191,2693678.59035316,399909.358047754,94,1,1320,1.64,1,0,1,0,0,7443.965,1002.656,39856.326,745.583,12531.756,136700
193,2694240.90803327,399925.98756627,41,2,1624,0.981,1,0,0,0,0,6977.542,1469.079,39938.564,855.824,12952.154,174500
194,2694537.08654097,399919.475540102,95,1,1521,0.641,1,0,0,1,0,6660.739,1785.882,39988.75,922.074,13238.824,155300
196,2693114.53150824,399656.65452397,22,2,1740,4.04,1,1,1,0,1,8094.8,351.821,39493.927,344.169,11873.424,332600
204,2693964.41782797,399785.924529188,64,2,2806,0.429,1,0,1,0,0,7277.655,1168.966,39726.067,630.626,12638.387,498500
206,2693822.79950352,399705.084983472,49,2,1540,2.51,0,0,0,0,0,7329.229,1117.392,39654.903,557.951,12572.635,181500
211,2695108.87573848,399573.38530384,9,2.5,2436,6.69,1,1,0,1,0,6303.78,2142.841,39742.281,697.365,13523.418,488400
212,2694601.13079417,399701.82541658,54,1,990,0.479,1,0,0,1,0,6659.052,1787.569,39786.112,724.39,13198.772,78100
213,2694406.60581005,399672.209833544,52,1,1421,0.351,1,0,0,1,0,6874.295,1572.326,39697.552,627.02,12987.975,120000
216,2694599.66984737,399584.950667313,21,1,1144,0.506,1,1,0,1,0,6703.665,1742.956,39665.527,604.82,13142.257,98200
226,2694823.23572645,399390.592224785,54,2,1670,0.842,0,0,0,1,0,6548.094,1898.527,39536.93,486.086,13266.292,173300
230,2694692.43176977,399178.462896583,28,1,1612,0.669,0,1,0,1,0,6714.473,1732.148,39328.224,274.429,13074.613,158200
233,2694492.36300712,399208.454307517,58,1,1036,0.239,1,0,0,1,0,6927.64,1518.981,39281.915,219.518,12874.409,82300
237,2693303.64980418,398975.817548981,26,1,200,4.06,1,1,1,0,1,8174.055,272.566,38772.309,354.78,11653.859,68800
249,2694617.89064055,398657.699685047,44,1.5,1324,0.706,1,0,0,1,0,6872.531,1574.09,38765.272,286.803,12776.977,115400
251,2695000.30424171,398504.077013368,3,3,2052,0.63,1,1,0,1,0,6509.768,1936.853,38704.34,184.496,13061.198,304000
253,2694901.99520526,398443.075669627,29,1,1272,1.023,1,1,0,1,0,6598.849,1847.772,38622.993,289.701,12959.093,107200
261,2710099.73872667,397769.345438372,59,1,930,15.25,1,0,1,0,1,7584.787,861.834,43780.07,12532.449,27462.481,177500
264,2709591.70387806,397843.21406661,39,1,1518,4.71,1,0,1,0,1,7073.986,1372.635,43604.703,12112.155,26861.702,213000
269,2709121.66647437,397715.255136744,18,1,1612,0.774,1,1,1,0,0,6631.102,1815.519,43262.772,11667.737,26422.6,157800
270,2693440.6280534,397479.350402393,30,1.5,1856,3.02,1,0,1,0,1,8205.823,240.798,37444.129,1652.47,11244.247,358200
271,2709311.46661358,397783.566459287,36,1,3220,0.443,1,0,1,0,1,6819.307,1627.314,43397.972,11855.379,26610.185,928100
273,2708779.07497203,397474.693634295,33,1,740,3.8,1,0,1,0,0,6241.763,2204.858,42838.251,11275.455,26065.149,68600
276,2694466.36039457,397374.191645386,1,2,2240,0.819,1,1,1,0,0,7296.806,1149.815,37512.309,1259.149,12132.199,371300
277,2709316.18123779,397574.717247381,36,1,1822,0.177,1,0,1,0,0,6764.828,1681.793,43221.652,11800.574,26587.845,179000
278,2709133.81273974,397505.989380142,11,2,1800,0.717,1,1,1,0,0,6562.471,1884.15,43066.947,11597.832,26387.477,213300
280,2709488.01441361,397518.683274627,37,1,1428,0.738,1,0,1,0,0,6899.987,1546.634,43265.167,11948.387,26749.396,125200
282,2708217.68877097,397154.163693754,43,1,942,6.03,1,0,1,0,0,5530.129,2916.492,42206.759,10573.334,25394.699,84700
283,2708005.67853154,396903.146246625,59,1,1444,5.05,1,0,1,0,0,5268.935,3177.686,41945.492,10323.875,25164.449,131800
284,2709446.93746392,397429.399665537,54,1.5,1885,0.955,1,0,1,0,0,6847.268,1599.353,43173.779,11913.591,26728.819,198100
285,2707778.88961376,396811.134260701,54,1.5,1352,6.44,1,0,1,0,0,5087.435,3359.186,41829.321,10136.986,24975.101,130000
287,2709771.94886751,397183.2153383,59,1.5,1472,3.18,0,0,1,0,0,6919.811,1526.81,43112.99,12095.395,26948.068,152500
291,2708319.15655066,397365.697407356,44,1,1000,0.97,1,0,1,0,0,5752.308,2694.313,42526.389,10784.517,25566.008,77100
294,2709081.94514045,397278.857425051,59,1.5,1358,0.91,0,0,1,0,0,6413.291,2033.33,42838.432,11472.236,26292.535,123500
295,2709451.33796649,397263.582582723,36,2,1437,0.557,0,0,1,0,0,6738.934,1707.687,43027.968,11837.004,26670.898,142600
296,2709853.83274152,397045.189002504,20,1.5,1864,3.05,1,1,1,0,0,6891.757,1554.864,43044.911,12115.406,27011.746,225400
301,2709053.28424312,397031.535767348,2,2,1519,1.889,1,1,1,0,0,6274.336,2172.285,42618.029,11385.268,26237.622,179800
302,2708978.77029787,397132.030419853,29,1,680,0.585,1,1,1,0,0,6265.581,2181.04,42668.142,11344.5,26181.431,58300
303,2694412.00195735,396961.245933606,5,2,1500,2.85,1,1,0,0,0,7530.281,916.34,37115.795,1549.683,11913.596,207500
304,2709181.31571382,397090.767537978,59,1,1522,0.394,1,0,1,0,0,6420.866,2025.755,42740.299,11532.402,26380.854,129100
308,2708773.31504192,396696.829282899,44,1,790,2.9,1,0,1,0,0,5858.431,2588.19,42185.519,11030.936,25921.686,66800
309,2708599.82748492,396654.172137722,2,2,1568,1.547,1,1,1,0,0,5690.633,2755.988,42061.764,10847.736,25737.971,181800
312,2707438.73467613,396452.296708277,55,1,776,4.91,1,0,1,0,0,4618.124,3828.497,41342.502,9700.185,24577.679,66800
313,2708997.25589565,396824.172893731,25,1,1614,0.497,1,1,1,0,0,6111.25,2335.371,42413.073,11274.207,26152.453,146400
317,2709244.40586241,396786.071619819,2,2,1280,0.404,1,1,1,0,0,6287.118,2159.503,42517.44,11506.384,26396.625,136400
321,2704823.25907118,396419.704784246,2,2,2205,10.03,1,1,0,0,0,2146.795,6299.826,40006.497,7185.153,21982.639,434900
325,2711110.69902529,396211.193660467,3,2,1144,6.88,1,1,1,0,0,7318.03,1128.591,43041.271,10797.773,28162.945,155300
330,2709647.37518812,396588.097667169,59,1,1001,1.2,1,0,1,0,0,6415.544,2031.077,42509.085,11776.454,26708.487,79700
332,2694155.6477499,396487.982308825,11,2,3520,3.98,1,1,0,0,0,7994.263,452.358,36535.857,2097.938,11457.464,1487000
333,2709017.0544901,396570.833105473,27,1,1566,0.447,0,1,1,0,0,5966.994,2479.627,42206.716,11223.189,26137.931,145600
337,2694702.37293794,396399.892358525,94,2,1436,7.85,0,0,0,0,0,7404.581,1042.04,36573.257,1620.217,12051.131,230300
338,2709336.6566331,396579.324110805,2,2,2052,0.501,1,1,1,0,0,6213.96,2232.661,42386.075,11540.801,26464.017,286700
339,2709750.4509988,396545.305971112,20,1.5,1300,0.402,0,1,1,0,0,6556.54,1890.081,42581.326,11708.17,26871.579,125300
341,2708506.98362096,396474.104049307,44,1,880,0.735,1,0,1,0,0,5511.455,2935.166,41860.792,10708.569,25621.71,67400
342,2702655.41659409,395856.143254195,75,1,1386,36.17,0,0,0,1,0,1,8445.621,38484.061,4899.112,19708.338,408200
343,2708931.06582411,396507.851366371,39,1,546,0.313,1,0,1,0,0,5866.177,2580.444,42112.655,11128.776,26049.581,49100
344,2707816.41101993,396449.357717488,2,2,1674,0.432,1,1,1,0,0,4835.021,3611.6,41402.614,9962.684,24865.04,189100
347,2707664.82044193,396408.600906657,3,2,1632,0.489,1,1,1,0,0,4703.069,3743.552,41302.204,9827.652,24732.063,179500
351,2709351.69919447,396284.920920213,10,2,1152,1.048,1,1,1,0,0,6073.697,2372.924,42138.845,11469.565,26436.637,113200
352,2709266.84476721,396312.185565138,3,2,1296,0.416,1,1,1,0,0,6012.172,2434.449,42120.597,11394.558,26354.094,135500
356,2707904.59997849,396319.724528749,5,1.5,1120,0.345,1,1,1,0,0,4927.178,3519.443,41418.684,10087.783,25005.285,103800
358,2707152.67201876,396234.810494404,27,1.5,1892,1.138,1,1,1,0,0,4233.652,4212.969,40966.432,9341.616,24248.304,188700
360,2709006.57760825,396293.48221942,2,2,1400,0.475,1,1,1,0,0,5780.028,2666.593,41972.482,11145.39,26099.504,150100
364,2708762.38776629,396232.049834633,2,2,1776,0.8,1,1,1,0,0,5548.352,2898.269,41785.002,10879.357,25834.561,216000
366,2708583.01214387,396193.451373934,34,1.73,3954,1.218,1,0,1,0,0,5373.827,3072.794,41627.95,10705.826,25669.814,1359200
374,2709576.65331437,396155.833049364,34,1,1200,0.206,1,0,1,0,0,6209.246,2237.375,42157.322,11463.327,26644.764,95900
378,2707821.83358114,395738.546144941,46,3,1932,6,1,0,1,0,0,4526.84,3919.781,40886.966,9853.697,24855.401,241900
380,2711162.92440365,395441.738666357,55,1,1476,4.56,0,0,1,0,0,6818.399,1628.222,42737.233,10081.819,28461.426,151900
381,2705038.94241414,395899.376314576,2,2,1512,1.004,1,1,0,0,0,2170.541,6276.08,39658.618,7218.305,22109.395,167500
383,2709611.61842907,396075.457227546,2,2,1040,0.197,1,1,1,0,0,6198.041,2248.58,42109.045,11376.393,26670.851,106800
384,2709929.06931241,396000.407753616,31,1,1152,0.64,1,0,1,0,0,6413.677,2032.944,42221.375,11156.734,26975.778,94700
389,2706289.68713309,395965.331613046,44,1,941,0.385,1,0,1,0,0,3343.515,5103.106,40309.213,8438.97,23359.57,66700
390,2706185.83672443,395944.035402719,25,1,1275,0.343,1,1,1,0,0,3239.364,5207.257,40239.372,8331.842,23252.458,96300
393,2709669.43664839,395936.358814869,2,2,1836,0.229,1,1,1,0,0,6169.455,2277.166,42025.301,11227.962,26714.397,230800
394,2709950.93907255,395906.380841486,9,2,1152,0.661,1,1,1,0,0,6371.208,2075.413,42152.532,11052.573,26995.472,114400
398,2706735.69723782,395629.751640683,48,1,1636,3.17,1,0,1,0,0,3565.618,4881.003,40229.948,8770.951,23759.627,142700
403,2705229.75839696,395772.632601965,26,1,1008,1.012,0,1,1,0,0,2298.516,6148.105,39634.632,7366.294,22283.338,78500
405,2695330.19062611,395352.363198044,54,1,672,3.5,1,0,0,1,0,7065.45,1381.171,35754.053,1616.127,12476.967,64800
407,2694128.87216533,395666.286050808,27,2.5,2262,1.854,1,1,1,0,1,8188.669,257.952,35727.139,2524.655,11295.012,535500
409,2709714.0854403,395754.001451092,18,2,1152,0.344,1,1,1,0,0,6090.652,2355.969,41895.503,11048.503,26739.076,104600
410,2702030.41454564,395565.112539526,7,2.5,1848,3.69,0,1,0,1,0,640.365999999999,7806.255,38044.73,4260.621,19082.699,240500
414,2701525.63969098,395461.565887652,31,2,1296,7.71,1,0,0,1,0,1141.827,7304.794,37742.773,3761.187,18582.022,129700
418,2709739.76571434,395639.838297361,17,1,1208,0.618,1,1,1,0,0,6034.367,2412.254,41813.954,10937.035,26754.05,103700
419,2701223.07279952,395133.694342998,22,1.5,1520,4.998,1,1,0,1,0,1544.307,6902.314,37336.208,3348.649,18225.583,146600
423,2710031.61272553,395616.269962196,36,1,2052,0.528,1,0,1,0,0,6222.792,2223.829,41955.579,10767.177,27042.539,218700
428,2705547.03786413,395237.926109514,65,1,784,7.18,1,0,1,0,0,2353.683,6092.938,39321.729,7530.314,22545.887,69800
430,2710119.35979754,395525.869316217,2,2,1008,0.826,1,1,1,0,0,6209.443,2237.178,41928.232,10643.971,27121.645,105500
431,2697096.11218487,395390.250693417,49,1,210,2.18,1,0,0,0,0,5461.85,2984.771,36154.396,216.304,14147.687,38200
433,2709627.59489164,395475.193283928,44,1,1316,1.172,1,0,1,0,0,5840.354,2606.267,41615.051,10856.292,26628.063,105900
440,2709820.08776132,395429.327935988,30,2,1545,0.581,1,0,1,0,0,5941.269,2505.352,41681.793,10715.249,26814.71,146600
442,2703647.20076358,395409.084951131,19,1,624,0.385,1,1,0,1,0,696.203,7750.418,38597.606,5745.238,20669.204,51300
443,2710115.7612803,395390.307181814,26,1,1709,0.495,1,1,1,0,0,6100.757,2345.864,41814.764,10530.673,27105.783,159500
444,2703431.84342098,395357.759660914,15,2,1152,0.761,1,1,0,1,0,475.494999999999,7971.126,38457.045,5522.795,20448.16,96200
445,2709706.86918893,395015.095127507,52,1,1085,6.69,1,0,1,0,0,5575.41,2871.211,41294.824,10410.145,26702.489,98800
447,2710215.94522171,395295.405020293,2,2,1624,0.826,1,1,1,0,0,6079.99,2366.631,41791.868,10396.525,27198.973,190800
448,2709853.87832562,395323.751526792,2,2,1512,0.525,1,1,1,0,0,5884.946,2561.675,41613.134,10608.722,26839.182,168300
463,2695813.06993742,395170.903134984,52,1,1426,0.59,1,0,0,1,0,6715.529,1731.092,35630.849,1371.472,12872.533,120700
464,2710709.32438659,395216.113610839,18,1,2340,0.97,1,1,1,0,0,6256.378,2190.243,42004.514,10086.782,27683.102,312100
465,2694407.71372269,395137.748955059,5,2,1568,0.977,0,1,0,0,1,8063.136,383.485,35280.742,2565.561,11482.591,334100
466,2701851.7774371,395097.79532122,20,2,1152,0.927,1,1,0,1,0,948.096,7498.525,37562.09,3934.331,18849.206,94000
467,2709927.90377248,395152.013474731,2,2,1232,0.424,1,1,1,0,0,5796.795,2649.826,41511.54,10423.823,26899.432,127400
469,2698245.92808396,394779.526430648,6,0.5,576,4.81,0,1,1,0,0,4477.188,3969.433,35963.394,475.39,15232.536,65600
470,2702538.44119522,395189.067959576,12,2,1782,0.97,1,1,0,1,0,260.606999999999,8186.014,37925.898,4619.314,19543.374,181500
472,2710535.11804284,395140.63393295,17,1,1300,0.97,1,1,1,0,0,6112.559,2334.062,41843.804,10104.959,27504.023,115000
474,2702281.24127093,395006.15997522,59,1.5,1846,1.001,1,0,0,1,0,556.946999999999,7889.674,37652.519,4321.28,19268.924,163700
476,2710334.8717654,394999.204250006,42,1,480,0.663,1,0,1,0,0,5885.163,2561.458,41607.815,10068.482,27299.974,46200
478,2702139.15165851,394957.873528391,32,1,1588,0.576,1,0,0,1,0,710.417999999999,7736.203,37547.773,4167.84,19119.387,126200
482,2701445.55524548,394956.754601442,21,1,640,0.472,1,1,0,1,0,1375.464,7071.157,37271.14,3506.341,18432.868,52000
483,2710044.46322675,394889.714168633,25,3,3360,1.535,1,1,1,0,0,5647.912,2798.709,41361.727,10140.441,26998.694,877300
486,2702034.33485789,394917.036919199,22,1,1960,0.726,1,1,0,1,0,819.618,7627.003,37470.054,4059.074,19014.323,186500
487,2696228.43031206,394939.266966779,44,1,960,0.896,0,0,0,0,0,6394.337,2052.284,35526.792,1147.721,13248.291,86400
488,2710745.92288885,394802.802843365,4,2,1512,1.319,1,1,1,0,0,5889.705,2556.916,41689.382,9707.887,27693.546,169100
489,2701893.7353896,394866.141854395,27,1,1040,1.152,1,1,0,1,0,968.329999999999,7478.291,37366.594,3910.693,18870.501,75700
494,2695712.72161997,394838.112788621,17,2,1152,1.439,0,1,0,1,0,6914.947,1531.674,35296.421,1629.038,12725.006,121700
495,2701552.79287257,394761.291535344,21,1,1012,1.062,1,1,0,1,0,1351.874,7094.747,37128.173,3524.593,18489.277,76300
501,2702531.99039795,394839.88711525,28,1.5,1275,0.282,1,1,0,1,0,379.307999999999,8067.313,37605.883,4515.35,19502.529,95300
503,2694534.039558,394796.272807322,9,2,1078,1.051,1,1,0,0,1,8040.785,405.836,34975.747,2644.236,11553.589,188300
504,2696364.06172157,394629.89917964,84,1.5,1222,3.46,1,0,0,0,0,6333.007,2113.614,35254.123,1209.466,13353.701,128100
505,2695316.23059458,394812.318270011,59,1,870,0.217,1,0,0,1,0,7299.533,1147.088,35168.395,1977.549,12330.806,72900
506,2695187.96663027,394766.276016448,22,2,1152,0.606,1,1,0,0,0,7457.315,989.306,35096.542,2126.815,12173.17,120900
508,2702329.91963085,394756.818450252,54,1,1080,0.3,1,0,0,1,0,597.005999999999,7849.615,37446.187,4298.62,19294.56,73200
512,2702239.1899555,394713.725011569,44,1,1291,0.344,1,0,0,1,0,696.708999999999,7749.912,37369.701,4199.609,19200.598,90800
514,2710151.62883649,394673.684657494,25,2,2260,0.83,1,1,1,0,0,5521.514,2925.107,41244.703,9901.184,27092.59,288800
519,2695817.25876345,394655.360481436,5,2,1296,0.424,1,1,0,1,0,6868.315,1578.306,35146.468,1646.3,12804.628,140300
524,2695620.6632578,394614.591573782,8,2,1728,0.406,1,1,0,1,0,7068.654,1377.967,35057.187,1831.306,12604.797,210500
530,2700217.95826972,394527.219482873,64,1,1032,1.136,1,0,0,1,0,2653.365,5793.256,36406.388,2225.994,17193.014,74500
531,2711025.20791507,394573.525294249,32,1,666,0.316,1,0,1,0,0,5949.257,2497.364,41656.544,9367.254,27956.506,56700
532,2699706.85333277,394544.094161425,2,2,1080,0.337,1,1,0,1,0,3161.415,5285.206,36235.233,1727.946,16662.435,102600
535,2699776.48766151,394532.942193115,31,1,1752,0.337,1,0,0,1,0,3098.078,5348.543,36250.064,1788.527,16730.409,152600
536,2700771.94562488,394480.679069632,44,1,800,0.65,1,0,0,1,0,2153.257,6293.364,36576.664,2725.398,17717.891,57900
539,2700679.36906657,394481.517904468,23,1,1025,0.516,1,1,0,1,0,2240.299,6206.322,36537.136,2635.917,17626.035,76100
541,2695230.03822679,394534.989687207,7,2,1755,0.374,1,1,0,1,0,7468.199,978.422,34882.578,2200.658,12205.951,226000
542,2699994.70465034,394507.313680799,23,1,1050,0.433,1,1,0,1,0,2893.724,5552.897,36307.122,1987.564,16946.714,78600
543,2710939.77367435,394544.881535422,4,1,920,0.221,1,1,1,0,0,5864.728,2581.893,41589.671,9388.317,27871.472,85200
548,2710862.28730449,394527.847133762,4,1,920,0.172,1,1,1,0,0,5786.051,2660.57,41529.579,9410.496,27792.401,84800
553,2701097.57946681,394499.024159718,40,1,1125,0.282,1,0,0,1,0,1844.114,6602.507,36713.467,3042.62,18044.806,79000
556,2710791.64715508,394501.060135027,4,1,920,0.172,1,1,1,0,0,5714.776,2731.845,41466.782,9421.87,27720.512,84500
557,2694937.0304928,394471.684551036,9,2,1288,0.365,1,1,0,0,0,7778.175,668.446,34744.461,2492.565,11897.071,156800
558,2711009.08688192,394312.019571118,30,1,1400,2.014,0,0,1,0,0,5921.828,2524.793,41438.63,9150.949,27927.622,130800
560,2696829.16073108,394381.784787778,94,1,902,1.047,0,0,1,0,0,5948.522,2498.099,35157.371,958.659,13782.726,86100
562,2710713.03902444,394474.790167212,4,1,920,0.183,1,1,1,0,0,5637.106,2809.515,41403.65,9440.682,27642.353,84300
566,2696532.23849344,394232.114717195,9,2,1798,3.38,1,1,1,0,0,6263.642,2182.979,34923.581,1282.84,13487.383,228900
567,2710648.67336075,394388.199331474,4,1,920,0.891,1,1,1,0,0,5649.309,2797.312,41327.711,9342.519,27653.287,86200
569,2697774.04314446,394409.251941597,6,2,1232,0.39,1,1,1,0,0,5032.142,3414.479,35465.903,115.565,14725.814,116800
580,2697816.40042178,394278.234282559,18,1,1152,0.535,0,1,1,0,0,5050.988,3395.633,35329.326,147.022,14748.97,97500
581,2695216.21474655,394306.494688045,10,2,1809,0.344,1,1,0,1,0,7530.703,915.918,34657.822,2339.617,12169.041,233600
583,2695121.64180653,394285.352538906,9,2,1512,0.344,1,1,0,1,0,7624.965,821.656,34616.692,2426.687,12075.34,179000
587,2695692.99325898,394247.296552686,20,2,1040,0.344,1,1,0,0,0,7077.509,1369.112,34719.477,1979.742,12638.139,105100
589,2694664.2014782,394206.617126744,15,2,1200,1.129,1,1,1,0,1,8097.471,349.15,34429.902,2858.021,11603.613,190800
592,2710265.73383285,394149.600416333,17,0.5,3420,1.166,1,1,1,0,0,5168.365,3278.256,40876.943,9396.209,27180.654,795300
599,2694686.55201441,394110.35363135,14,2,1344,1.092,1,1,1,0,1,8091.689,354.932,34341.889,2888.761,11621.803,220500
606,2710652.20226656,394051.812695177,32,1,1036,0.239,1,0,1,0,0,5537.611,2909.01,41020.44,9106.708,27563.149,80100
607,2694713.08794694,394013.705665296,18,2.5,1680,1.069,1,1,1,0,1,8084.829,361.792,34254.114,2920.274,11641.947,304700
608,2710765.70972702,393991.243153714,38,1,1685,0.805,1,0,1,0,0,5639.729,2806.892,41036.222,8992.643,27676.009,150300
611,2696204.04795073,393982.726405254,2,2,1488,0.688,1,1,1,0,0,6656.83,1789.791,34599.402,1698.809,13127.776,170200
612,2710228.9078414,393896.305270144,2,2,1404,2.09,1,1,1,0,0,5092.269,3354.352,40647.81,9205.868,27133.714,154400
614,2696006.25029415,393942.905522874,2,2,1064,0.688,1,1,1,0,0,6857.612,1589.009,34507.798,1887.823,12927.245,114200
615,2695241.62185267,393961.645750102,3,2,1512,0.344,1,1,0,1,0,7590.549,856.072,34329.762,2513.419,12165.455,188000
616,2696978.02132864,393809.359932752,34,2,1720,2.445,1,0,1,0,0,5969.602,2477.019,34676.919,1066.111,13899.466,179100
621,2695857.53073041,393912.54639427,2,2,1064,0.344,1,1,1,0,0,7008.484,1438.137,34439.086,2028.678,12776.75,114300
624,2710780.50145436,393870.769314541,2,2,2052,0.59,1,1,1,0,0,5627.033,2819.588,40947.386,8885.032,27685.081,280100
626,2695454.79724091,393814.779557171,3,2,1620,0.688,1,1,0,0,0,7421.062,1025.559,34241.554,2417.742,12369.192,220000
627,2710284.33173631,393804.272036828,35,1,1848,1.039,1,0,1,0,0,5132.557,3314.064,40607.547,9096.207,27191.208,175600
631,2694760.62249601,393819.560864323,11,2,1440,1.037,1,1,1,0,1,8093.837,352.784,34075.652,2992.183,11674.467,247400
635,2710818.27501797,393732.813608613,2,2,1392,0.836,1,1,1,0,0,5643.639,2802.982,40859.639,8751.762,27717.79,149600
638,2695948.60884625,393714.810388798,3,2,924,0.688,1,1,1,0,0,6983.764,1462.857,34273.475,2051.376,12856.883,99500
642,2695801.89607958,393686.117120341,4,2,1518,0.344,1,1,1,0,0,7131.874,1314.747,34206.596,2193.836,12709.327,176000
645,2696938.5792155,393293.821638198,94,1,1074,12.44,1,0,1,0,1,6126.869,2319.752,34142.852,1275.078,13849.656,192200
647,2696325.1244482,393633.219416091,6,2,1440,0.309,1,1,1,0,0,6659.626,1786.995,34296.837,1755.457,13229.876,154800
648,2694804.73470728,393622.509318068,10,2,1512,1.007,1,1,1,0,1,8101.557,345.064,33895.522,3067.35,11707.134,267800
649,2710368.25864469,393591.258544553,39,1,640,0.95,1,0,1,0,0,5175.601,3271.02,40477.615,8877.949,27261.382,53500
652,2696226.01752948,393613.397093468,2,2,1296,0.344,1,1,1,0,0,6759.58,1687.041,34250.205,1855.282,13130.177,140800
653,2710858.76735937,393560.08998212,40,1,720,0.848,1,0,1,0,0,5673.37,2773.251,40746.819,8581.532,27759.708,58600
654,2696126.75123296,393593.94982671,5,2,1792,0.344,1,1,1,0,0,6859.839,1586.782,34204.043,1953.21,13029.889,222500
656,2696027.20202484,393574.089197861,9,2,1404,0.344,1,1,1,0,0,6959.777,1486.844,34157.963,2049.966,12929.863,148900
657,2697552.2879202,393321.302426585,22,2,1680,4.26,1,1,1,0,1,5529.456,2917.165,34382.104,645.502,14492.569,253400
658,2711050.34446457,393570.295909715,22,1,1300,0.467,1,1,1,0,0,5863.366,2583.255,40865.467,8485.717,27951.537,108500
660,2695927.84634216,393554.576249895,8,2,1782,0.344,0,1,1,0,0,7059.576,1387.045,34112.223,2146.765,12829.736,231100
663,2695831.61795148,393535.809877958,6,2,1404,0.344,1,1,1,0,0,7155.443,1291.178,34068.813,2239.914,12733.168,155100
664,2694823.60180804,393524.775627748,10,2,1674,0.991,1,1,1,0,1,8112.441,334.18,33804.291,3105.359,11724.487,314100
666,2695680.48184419,393507.294319603,24,2,960,0.344,1,1,1,0,0,7306.386,1140.235,34001.404,2386.599,12580.83,89700
667,2695583.74794009,393488.143679395,5,2,1064,0.344,0,1,1,0,0,7402.253,1044.368,33958.426,2479.823,12484.305,122000
672,2698104.97085596,393324.282801182,84,2.5,2178,1.56,1,0,1,0,0,5061.272,3385.349,34565.921,162.985,14986.707,281500
674,2698855.58029411,393185.955883038,59,1,1152,9.03,1,0,0,0,0,4400.302,4046.319,34673.132,514.569,15726.025,117400
676,2696388.42181485,393406.670071241,15,1,864,0.482,0,1,1,0,0,6660.146,1786.475,34096.813,1774.462,13285.99,81300
677,2695289.89898366,393432.489606191,10,2,784,0.344,0,1,0,0,0,7697.004,749.617,33829.78,2764.272,12189.236,99600
680,2710587.94210969,393445.303540205,2,2,1512,0.356,1,1,1,0,0,5424.437,3022.184,40496.329,8619.691,27499.033,164300
681,2695184.97040504,393413.469682312,30,2,1238,0.344,1,0,1,0,0,7803.964,642.657,33784.487,2865.269,12082.528,124100
684,2696084.55567938,393264.992100715,49,1,1326,2.19,1,0,1,0,0,6983.345,1463.276,33877.961,2106.961,12980.962,115600
686,2699236.60170086,393336.260237144,15,2,1152,1.03,1,1,0,0,0,3974.732,4471.889,34941.141,939.194,16131.94,108800
687,2710646.80111169,393427.164769365,33,1,408,0.97,1,0,1,0,0,5469.38,2977.241,40510.512,8583.097,27543.111,43800
688,2694780.82184268,393330.363001078,29,3,3000,0.976,1,1,1,0,1,8219.439,227.182,33602.903,3253.457,11671.172,1075700
