ID,COORDS_X,COORDS_Y,AGE,BATHROOMS,HOUSESIZE,LOTSIZE,NEWHOME,POSTFIRM,DFLOOD100,DFLOOD500,FIRSTROW,PROXAMEN,DISTAMEN,DISTCBD,DISTHWY,DISTPARK,PRICE
1929,2709803.74741411,378341.647435622,3,2,1987,0.499,1,1,1,0,0,4357.18,4089.441,29005.084,2816.965,27509.925,248600
1931,2713608.56304767,378419.895107164,20,2,2100,0.368,0,1,0,0,1,7981.989,464.632,32163.576,729.857,28638.019,474000
1934,2702824.94175979,378295.689091162,69,1,848,0.481,1,0,0,1,0,7098.382,1348.239,23844.121,60.182,24551.175,70800
1936,2700964.80883978,378364.568666659,25,1,1075,0.463,1,1,1,0,0,6654.889,1791.732,22658.671,1758.4,23162.855,88400
1939,2701760.56714506,378017.915261038,49,1,800,1.899,0,0,0,0,0,6957.688,1488.933,22899.907,1168.082,23912.234,78200
1942,2701853.15188716,377992.107207767,25,1,1392,1.888,1,1,0,0,0,7030.622,1415.999,22946.14,1091.511,23922.918,138900
1947,2713810.12949413,378326.446415515,17,2,1798,0.402,1,1,0,0,1,8175.742,270.879,32263.243,928.345,28607.993,362200
1950,2704639.91752668,378313.934728895,49,1,1296,0.508,0,0,0,0,0,6293.235,2153.386,25086.396,1588.521,25211.736,117200
1954,2699997.23413898,378315.32873951,23,3,2932,0.487,0,1,0,1,0,7395.072,1051.549,22023.328,2667.359,22458.68,685500
1957,2699055.80530374,378267.655102425,10,2.5,1900,0.532,1,1,0,0,1,8060.773,385.848,21418.765,3580.763,21756.706,422000
1959,2702096.62745843,377951.417503384,10,3,2982,2.92,1,1,0,0,0,7232.32,1214.301,23068.198,885.293,23946.63,831500
1962,2701125.2733761,378228.730574233,27,1,1050,0.823,1,1,1,0,0,6627.393,1819.228,22657.236,1664.913,23368.77,86100
1964,2701015.98744046,378277.311020102,25,1,1025,0.459,1,1,1,0,0,6674.124,1772.497,22623.344,1745.614,23258.704,84300
1965,2699612.63990113,378227.294507416,38.29,4,3410,0.569,1,1,0,0,0,7710.271,736.35,21721.879,3062.711,22217.913,1080200
1966,2703166.45236103,378192.517306906,32,2,2873,2.93,1,0,0,0,0,7292.204,1154.417,23914.499,160.879,24466.953,635400
1967,2713028.97077272,378247.454333205,20,2,1784,0.666,1,1,1,0,1,7560.489,886.132,31574.28,194.172,28286.115,285900
1970,2713183.74790817,378240.791621354,9,2,1120,0.547,1,1,1,0,1,7721.148,725.473,31703.155,350.096,28326.773,166200
1973,2713643.51023484,378248.779625213,30,2.5,1988,0.509,1,0,0,0,1,8126.588,320.033,32087.911,784.399,28482.923,418900
1975,2704342.02041947,378174.817176051,46,2,1521,1.048,1,0,0,0,0,6613.087,1833.534,24775.375,1258.497,24963.925,153500
1976,2713489.81010145,378244.799358581,22,2,1587,0.526,1,1,0,0,1,8003.535,443.086,31956.456,636.315,28426.213,272300
1977,2713336.39916738,378242.201708779,20,2,1677,0.516,1,1,0,0,1,7865.818,580.803,31827.459,491.981,28372.851,291700
1978,2700798.0694977,378095.794491276,13,2,2256,0.976,1,1,1,0,0,6958.577,1488.044,22345.116,2020.588,23202.959,332800
1982,2699961.15100188,378210.691100459,8,2,1456,0.48,1,1,0,1,0,7491.551,955.07,21921.563,2737.641,22503.635,169000
1984,2709508.02569731,378179.543753742,2,2,2160,0.535,1,1,0,0,0,4075.197,4371.424,28678.36,3027.824,27291.084,318200
1986,2701142.17029235,378132.777658059,27,2,1290,0.66,1,1,1,0,0,6683.813,1762.808,22593.534,1689.075,23440.712,117100
1990,2702851.3863163,378131.1950498,44,1,828,0.622,0,0,0,0,0,7292.888,1153.733,23721.856,109.536,24379.245,79000
1993,2703298.14500402,377816.497910312,54,1,1015,2.46,1,0,0,0,0,7565.077,881.544,23763.203,137.943,24211.763,96700
1994,2700384.95230969,378100.91205868,8,2.5,1640,0.555,1,1,0,0,0,7262.493,1184.128,22092.598,2394.535,22891.437,216500
1996,2699420.41219481,378027.707965839,9,2.5,2471,0.879,0,1,0,0,0,7971.712,474.909,21460.951,3299.168,22224.549,561100
2000,2704513.14095129,378033.810103618,48,2,1838,1.098,1,0,0,0,0,6557.085,1889.536,24804.911,1363.046,24911.373,207500
2002,2701153.6686021,378032.163718249,28,1,1300,0.537,1,1,0,0,0,6747.243,1699.378,22522.726,1718.364,23516.007,118100
2012,2700693.84958698,377885.158531603,1,2,2420,0.999,1,1,1,0,0,7150.162,1296.459,22140.928,2165.165,23288.123,438300
2014,2711574.97113671,377998.649976429,18,2,1546,0.477,0,1,1,0,0,6147.302,2299.319,30232.693,1045.419,27607.073,161700
2017,2702859.06751235,377993.452305164,26,1.5,1680,0.654,1,1,0,0,0,7427.95,1018.671,23620.67,166.377,24251.376,187800
2018,2711275.40863345,377981.262502639,8,2,1512,0.53,1,1,1,0,0,5849.809,2596.812,29980.152,1315.393,27512.109,157500
2020,2711073.55955124,377977.961674783,18,2,1506,0.532,0,1,1,0,0,5647.302,2799.319,29812.67,1501.416,27455.45,152900
2023,2710774.6087438,377988.59634838,8,2,1503,0.479,0,1,1,0,0,5348.033,3098.588,29575.292,1781.918,27389.348,162600
2024,2710675.08068529,377988.098356914,5,2,1920,0.477,1,1,1,0,0,5248.687,3197.934,29494.44,1873.656,27364.375,234300
2026,2710473.6809326,377985.48917279,4,2,1232,0.466,1,1,1,0,0,5047.27,3399.351,29329.872,2059.042,27313.169,120900
2027,2710346.08766153,377991.834519763,5,2,1414,0.74,1,1,1,0,0,4916.364,3530.257,29225.975,2181.209,27285.16,143600
2028,2710176.95869008,377990.614794675,6,2,1608,0.713,1,1,1,0,0,4752.589,3694.032,29096.492,2334.164,27251.274,170800
2029,2700545.59931713,377908.875239513,10,2,2100,0.902,0,1,0,0,0,7304.052,1142.569,22009.846,2359.024,23125.509,345800
2032,2709827.81040556,377978.800494624,2,2,1605,0.458,1,1,1,0,0,4401.172,4045.449,28806.659,2654.53,27160.702,173800
2033,2709662.94839651,377977.815906052,7,2,1452,0.524,0,1,0,0,0,4237.202,4209.419,28675.405,2806.079,27125.479,163900
2034,2709441.56047956,377978.293267974,7,2,1346,0.524,0,1,0,1,0,4014.842,4431.779,28498.226,3010.649,27074.591,138300
2035,2709551.19399692,377977.958987135,10,2,1840,0.524,1,1,0,0,0,4124.961,4321.66,28585.824,2909.859,27102.026,218500
2036,2709337.69416126,377977.477936424,3,2,1484,0.458,1,1,0,1,0,3911.975,4534.646,28416.414,3090.968,27029.987,153900
2038,2709191.49992432,377984.33540992,3,2,1935,0.803,1,1,0,1,0,3751.984,4694.637,28289.501,3215.389,26961.328,239200
2040,2712229.98418536,377921.495239604,18,3,1924,1.003,1,1,1,0,0,6790.844,1655.777,30722.651,424.852,27724.37,242200
2042,2701173.0626814,377905.230307892,28,1,1050,0.539,0,1,0,0,0,6830.839,1615.782,22430.094,1758.22,23612.141,98700
2045,2702915.94913332,377901.717477341,27,1,1000,0.641,1,1,0,0,0,7517.046,929.575,23583.945,164.088,24182.476,93600
2046,2704661.94653784,376968.507115157,66,1,1574,38.68,1,0,0,0,0,6565.861,1880.76,24421.659,1306.817,24220.25,620700
2049,2700912.84687949,377819.840403205,1,2.5,1600,0.519,1,1,1,0,0,7070.487,1376.134,22202.314,2024.726,23474.663,201800
2051,2701935.22532651,377892.315652955,14,1,1104,0.97,1,1,0,1,0,7162.181,1284.44,22922.671,1057.644,23850.439,103900
2055,2702981.82905472,377815.879219107,30,1,1000,0.453,0,0,0,0,0,7604.435,842.186,23566.059,137.959,24124.058,100500
2057,2699722.14464212,377766.988568665,20,2,1216,0.459,1,1,0,0,0,7976.706,469.915,21424.081,3135.249,22620.716,140600
2058,2701494.51689012,377737.123115191,24,1,1341,0.486,1,1,1,0,0,6959.787,1486.834,22513.593,1524.371,23564.676,117400
2059,2700836.20196192,377734.751541702,1,2,1722,0.509,1,1,1,0,0,7183.014,1263.607,22089.78,2127.477,23378.517,222400
2065,2710329.02783647,377728.670509854,17,2,1858,0.502,1,1,1,0,0,4898.518,3548.103,29063.67,2095.576,27031.726,198800
2068,2699392.71551819,377723.289897167,22,2.5,1584,0.475,1,1,0,0,1,8237.109,209.512,21190.706,3453.811,22413.158,304900
2070,2701597.74264897,377716.103149904,61,1,893,0.44,1,0,1,0,0,7049.206,1397.415,22567.189,1436.829,23577.548,72300
2071,2710727.28926214,377727.115401369,17,3,2279,0.468,1,1,1,0,0,5294.24,3152.381,29383.623,1727.159,27123.792,316600
2077,2701915.5392311,377661.257893763,58,2,864,0.679,1,0,0,1,0,7309.664,1136.957,22747.875,1161.225,23638.168,78900
2080,2709737.10175646,377713.420063145,7,2,1484,0.475,1,1,0,0,0,4305.421,4141.2,28575.096,2614.233,26881.79,159400
2081,2709642.92032654,377712.25086103,3,2.5,1634,0.46,1,1,0,0,0,4212.263,4234.358,28499.963,2686.824,26861.511,196200
2082,2709546.22096375,377712.508518243,61,3,2181,0.46,1,0,0,0,0,4114.606,4332.015,28421.323,2762.922,26840.593,274600
2083,2709449.35313945,377711.284137441,12,2,1235,0.463,1,1,0,1,0,4018.817,4427.804,28344.293,2835.822,26820.382,112100
2085,2709293.66150699,377710.767730358,13,2.5,1509,0.463,1,1,0,0,0,3862.826,4583.795,28219.118,2952.527,26769.737,158500
2086,2709197.14392927,377709.72864406,7,2,1529,0.466,1,1,0,0,0,3765.029,4681.592,28140.8,3026.179,26727.019,164400
2087,2711334.84629273,377719.468438302,16,2.5,1949,0.422,0,1,1,0,0,5902.212,2544.409,29879.538,1160.89,27276.593,245800
2089,2711029.84264019,377715.77723615,5,2,1600,0.422,0,1,1,0,0,5597.07,2849.551,29626.769,1442.388,27192.305,184400
2090,2711131.36166011,377717.065664325,4,2,1480,0.432,1,1,1,0,0,5697.062,2749.559,29708.973,1349.716,27218.641,156800
2092,2709081.14657589,377681.535498883,10,2,1828,0.412,1,1,0,0,0,3624.478,4822.143,28024.868,3130.184,26660.568,212800
2093,2713285.07696429,377725.388381062,19,2,1512,2.61,1,1,0,0,1,7815.979,630.642,31493.851,628.944,27866.901,264900
2094,2702984.93839647,377670.578810307,44,1,1586,0.412,1,0,0,0,0,7752.308,694.313,23470.622,181.012,23991.279,163800
2096,2701097.38840932,377667.513030583,8,2,1452,0.459,1,1,0,0,0,7052.402,1394.219,22199.447,1922.371,23382.626,171600
2100,2699863.60476456,377626.574444893,5,3,2666,0.459,1,1,0,0,0,7967.225,479.396,21398.381,3062.328,22819.106,664600
2103,2701186.37615683,377568.031232699,56,1,1245,0.475,1,0,0,0,0,7052.733,1393.888,22188.256,1873.655,23318.588,110000
2106,2699939.01281981,377551.567570477,7,2.5,2160,0.528,1,1,0,0,0,7961.307,485.314,21384.939,3023.719,22925.242,395200
2108,2701282.17811811,377521.958589269,25,1,960,0.468,1,1,0,0,0,7031.931,1414.69,22212.801,1803.757,23296.736,87600
2109,2699616.05867594,377519.886894952,21,1.5,2100,0.46,1,1,0,0,1,8222.682,223.939,21163.374,3331.618,22710.997,468400
2111,2701426.75079624,377463.188892983,25,2,1281,1.091,1,1,1,0,0,7101.031,1345.59,22260.061,1695.702,23278.6,122300
2112,2703161.80928446,377500.854180171,19,1,968,0.479,0,1,1,0,0,7884.634,561.987,23462.109,99.605,23892.304,97500
2115,2710723.27094548,377506.413408855,9,2,1732,4.82,1,1,0,0,0,4969.54,3477.081,29002.661,1922.026,26827.318,231700
2116,2700017.21738245,377471.415752901,20,2,1370,0.507,0,1,0,0,0,7956.002,490.619,21370.082,2983.318,22912.927,172600
2117,2703032.72662897,377340.198593459,54,1,3022,2.97,1,0,1,0,0,8068.875,377.746,23257.57,285.711,23700.674,679300
2118,2712267.88040456,377486.418890931,18,2,1392,1.193,1,1,1,0,0,6794.076,1652.545,30519.645,210.667,27318.975,137900
2125,2701818.05549563,377411.772510705,41,1,817,0.204,0,0,0,0,0,7418.999,1027.622,22483.725,1357.45,23353.725,79600
2126,2701907.03820749,377400.777133673,83,1,1065,0.638,1,0,0,0,0,7510.186,936.435,22542.949,1265.721,23371.17,104900
2127,2699752.93848171,377356.214314525,21,1.5,1564,0.493,0,1,0,0,1,8229.835,216.786,21116.723,3271.9,22739.292,298400
2129,2700841.17851959,377237.490841943,6,2,2162,1.517,1,1,1,0,1,7534.073,912.548,21710.204,2329.776,22906.495,472800
2132,2710617.87122612,377342.649995948,14,2,1061,7.26,1,1,0,0,0,5160.469,3286.152,29090.495,1662.971,26730.172,126400
2133,2704021.12984373,377164.708963343,12,2,2145,2.95,1,1,0,0,0,7355.681,1090.94,23848.072,569.796,23913.88,355900
2135,2699826.73291343,377283.35640545,22,2.5,1584,0.495,1,1,0,0,1,8223.289,223.332,21104.745,3233.498,22685.629,302900
2136,2703524.05620348,377258.344312316,17,2.5,1720,0.909,1,1,1,0,0,7801.694,644.927,23541.171,150.963,23777.018,214600
2139,2700267.87266592,377227.539750451,16,2.5,2252,0.594,1,1,0,0,0,7946.371,500.25,21334.277,2853.758,22736.933,401300
2140,2702587.76429401,377154.526966134,37,1,960,1.336,0,0,1,0,0,8139.299,307.322,22810.594,768.035,23362.25,100400
2142,2699898.52714424,377212.618274847,17,2,1570,0.495,1,1,0,0,1,8216.719,229.902,21093.781,3195.957,22633.945,298700
2144,2701549.07173226,377090.681778056,26,2,2424,1.652,0,1,0,0,0,7432.688,1013.933,22071.263,1728.394,22972.061,437900
2148,2711911.95558852,377200.939247991,59,1,864,3.18,1,0,1,0,0,6411.249,2035.372,30076.191,417.571,26942.447,72800
2155,2699969.15294811,377143.733044467,22,2,1536,0.505,1,1,0,0,1,8213.976,232.645,21084.097,3158.748,22584.259,279700
2158,2703577.19145957,377080.048133657,62,1,1701,0.419,1,0,1,0,0,7811.333,635.288,23464.088,123.845,23656.632,170400
2159,2700041.54607148,377072.323597315,19,2,1914,0.516,0,1,0,0,1,8213.134,233.487,21074.215,3121.062,22533.341,434800
2160,2700356.94998863,377083.936948785,25,2,1580,0.488,1,1,0,0,0,7983.341,463.28,21281.51,2827.576,22621.953,194700
2162,2713213.94937124,377097.988347759,54,1,2036,11.1,1,0,0,0,1,7623.365,823.256,31114.332,822.177,27255.763,478200
2164,2701449.27563822,376926.195351818,22,2,1638,1.412,1,1,1,0,0,7450.463,996.158,21883.42,1884.295,22785.592,183300
2165,2710546.49076826,377059.629077115,54,1,2036,11.1,1,0,0,0,0,5042.645,3403.976,28864.32,1565.225,26437.407,301500
2166,2701794.98229478,376976.795975324,26,2.5,1573,0.623,1,1,1,0,0,7682.273,764.348,22143.659,1561.028,22936.828,174000
2167,2700109.35988749,377000.817549871,22,2,1766,0.511,1,1,0,0,1,8216.322,230.299,21061.016,3087.916,22480.381,349500
2168,2701078.7292494,376894.586488639,22,2,1911,2.042,1,1,1,0,1,7681.58,765.041,21589.424,2249.327,22614.872,342300
2170,2700533.33266534,376946.666244786,21,2,1902,0.506,1,1,1,0,0,7952.138,494.483,21293.585,2719.097,22541.637,249500
2171,2700672.38186967,376908.732720679,21,2.5,1972,0.708,1,1,1,0,1,7883.777,562.844,21351.987,2610.596,22541.424,373100
2172,2703182.22663032,376800.678049511,54,1,1307,2.67,1,0,0,0,1,8273.265,173.356,22948.735,389.951,23219.242,211600
2173,2700178.41541491,376934.204462121,20,2,2612,0.515,1,1,0,0,1,8214.492,232.129,21053.356,3050.446,22432.54,790900
2175,2703627.44053709,376907.173372962,46,1.5,1447,0.458,1,0,1,0,0,7796.382,650.239,23381.817,103.439,23517.831,138200
2176,2700251.0716932,376865.95075706,18,2,2178,0.525,1,1,0,0,1,8211.217,235.404,21047.495,3011.254,22385.761,530400
2177,2700750.91477079,376830.59697918,19,3,1900,0.593,1,1,1,0,1,7902.059,544.562,21343.431,2566.302,22483.541,361000
2179,2701268.0775972,376815.122200086,9,2,1922,0.392,1,1,1,0,0,7632.314,814.307,21679.42,2097.347,22627.066,261600
2180,2703735.08619562,376751.274938088,49,1,1460,1.27,1,0,0,0,0,7679.448,767.173,23357.052,147.883,23419.215,146200
2181,2701720.65594505,376801.953539911,18,2,1800,0.46,1,1,1,0,0,7737.63,708.991,21957.941,1702.425,22738.13,221100
2182,2700324.04447553,376796.971508685,16,2.5,1895,0.53,1,1,0,0,1,8208.706,237.915,21041.195,2972.171,22337.841,422100
2183,2713471.85814579,376649.880291801,17,2,1394,15.794,1,1,0,0,1,7670.357,776.264,31040.973,1156.516,26905.516,365400
2184,2700815.78531158,376749.177324338,20,1.5,1444,0.663,0,1,1,0,1,7929.584,517.037,21324.826,2544.418,22428.902,226400
2186,2703201.95651329,376440.869714631,11,2,1650,1.106,1,1,0,0,0,8086.499,360.122,22901.463,339.166,23070.054,236600
2187,2703344.67895215,376450.569029741,5,2.5,1483,1.027,1,1,1,0,0,8049.366,397.255,22937.087,300.002,23096.045,199100
2188,2701391.23906018,376677.124588679,21,2.5,2400,1.218,1,1,1,0,0,7719.996,726.625,21627.284,2079.939,22514.031,404400
2191,2700396.70538517,376729.266765177,16,3,2480,0.537,0,1,0,0,1,8205.42,241.201,21036.236,2932.779,22291.501,799100
2194,2703976.26769914,376526.046780737,44,1.5,1736,2.6,1,0,0,0,0,7397.04,1049.581,23384.242,284.202,23315.888,202100
2196,2700861.34399371,376655.306556869,22,1.5,1721,0.678,0,1,1,0,1,7981.035,465.586,21283.588,2539.253,22349.514,295600
2200,2711784.69110471,376630.757954462,12,2.5,1464,1.324,1,1,1,0,0,6114.214,2332.407,29651.394,318.241,26359.172,154200
2202,2712061.28969007,376675.131264925,54,1,997,0.262,1,0,1,0,0,6383.861,2062.76,29898.434,91.352,26472.197,74900
2203,2700933.20992529,376579.218319067,16,2,2120,0.717,1,1,1,0,1,8004,442.621,21277.646,2497.572,22297.04,442300
2204,2701308.87133282,376474.770299911,32,2,1920,1.518,1,0,1,0,1,7893.434,553.187,21467.917,2186.363,22328.835,342100
2205,2712031.8176405,376598.352608145,94,1,1304,0.297,1,0,1,0,0,6349.261,2097.36,29850.123,78.312,26406.306,118000
2207,2700608.77547737,376518.632010892,3,2.5,2474,0.487,1,1,0,0,1,8235.906,210.715,21016.804,2823.337,22149.957,824200
2214,2705249.99629741,376129.037273812,94,1.5,1617,8.55,0,0,0,0,0,6166.494,2280.127,24044.921,1248.971,23493.893,249100
2216,2701472.87425612,376168.44254416,52,1.5,1562,1.652,1,0,1,0,1,8022.062,424.559,21339.307,2172,22071.455,231900
2218,2700741.87195158,376347.146249841,11,2.5,2074,0.549,0,1,0,0,1,8309.649,136.972,20965.583,2779.711,22012.962,584900
2219,2703048.35418189,376155.14290882,14,3,1620,5.83,1,1,0,0,1,8275.478,171.143,22489.228,687.507,22650.303,408300
2220,2711765.80273292,376330.915263174,6,1.73,160,1.579,1,1,1,0,0,6038.09,2408.531,29498.471,131.457,26069.373,42900
2221,2701582.37126518,375975.799407791,26,2.5,2212,3.442,1,1,0,0,1,8112.468,334.153,21309.508,2134.31,21973.08,566400
2223,2704906.76983367,376314.75751103,14,1,384,0.835,1,1,0,0,0,6480.473,1966.148,23926.042,1039.513,23512.225,51800
2226,2704814.31620362,376118.042737171,18,2,2752,1.709,1,1,0,0,0,6544.574,1902.047,23750.821,897.274,23317.828,550600
2228,2704573.8027874,376241.384230814,30,1.5,1680,0.752,1,0,0,0,0,6808.429,1638.192,23625.477,704.461,23298.721,180900
2229,2701279.37217246,376174.960219723,54,2,1656,2.162,1,0,1,0,1,8177.582,269.039,21191.661,2358.626,21992.746,280300
2230,2712025.73602291,376236.559439758,44,1.5,1656,0.682,1,0,1,0,0,6214.37,2232.251,29635.722,75.084,26064.358,149600
2231,2713741.69477797,376251.421940762,6,2,1764,8.67,1,1,0,0,1,7847.889,598.732,31111.026,1603.355,26639.35,457900
2236,2711689.02779615,376136.772006121,34,2,2204,0.757,1,0,1,0,0,5904.972,2541.649,29325.383,69.208,25852.813,265700
2237,2703691.29041439,376060.816753445,1,2,1512,1.332,1,1,0,0,0,7651.678,794.943,22819.859,198.598,22736.308,209000
2248,2713518.31270532,376038.665486425,8,1,760,6.3,0,1,0,0,1,7577.657,868.964,30839.657,1513.096,26368.615,148400
2249,2702644.78782026,375975.051741017,54,1,1880,0.547,1,0,1,0,1,8408.417,38.204,22032.926,1164.633,22293.339,376300
2250,2703324.88760155,375846.232080534,8,2.5,1856,1.458,1,1,1,0,0,7902.895,543.726,22446.024,590.524,22443.3,273200
2252,2704583.03895948,375925.486828191,103,1,1162,1.138,1,0,0,0,0,6747.913,1698.708,23428.317,589.099,23021.565,127200
2254,2702576.07852259,375906.306680237,6,2.5,1848,0.501,1,1,1,0,1,8365.304,81.317,21929.957,1260.984,22199.932,450400
2257,2703594.67134828,375876.168554292,26,2.5,3384,0.85,1,1,1,0,0,7668.454,778.167,22653.248,337.557,22560.286,961400
2263,2711173.99773086,375845.468785767,6,2.5,2604,0.695,1,1,0,0,0,5309.509,3137.112,28718.047,306.611,25418.677,494900
2266,2712094.58051947,375891.616507547,24,1,1238,0.613,1,1,1,0,0,6192.737,2253.884,29523.779,364.497,25749.081,101300
2267,2711052.00742213,375846.761258143,10,2.5,1774,0.546,1,1,0,0,0,5187.22,3259.401,28611.95,420.687,25390.385,215600
2268,2711890.08401659,375891.021975607,22,2,1740,0.429,1,1,1,0,0,5998.466,2448.155,29348.221,205.167,25684.587,176400
2270,2710949.15566977,375845.021215144,9,2,1946,0.455,0,1,0,0,0,5085.351,3361.27,28523.174,514.421,25365.55,262800
2271,2703172.9657114,375796.862002759,8,2,1601,0.693,1,1,1,0,0,7994.109,452.512,22287.96,756.333,22320.053,207100
2272,2710860.37862942,375844.287838419,14,2,2016,0.458,1,1,0,0,0,4998.155,3448.466,28445.51,592.937,25338.976,254200
2273,2710771.15114864,375838.63160305,9,2,1572,0.481,0,1,0,0,0,4913.894,3532.727,28370.458,671.508,25313.341,182800
2274,2710667.31939033,375843.428676591,11,2,1548,0.552,1,1,0,0,0,4806.182,3640.439,28274.792,775.087,25281.515,165700
2275,2710555.39685556,375838.976024051,6,2,1900,0.543,1,1,0,0,0,4696.817,3749.804,28175.939,878.573,25243.888,241700
2276,2710447.14753119,375826.823175314,5,2.5,2025,0.637,1,1,0,0,0,4585.621,3861,28072.362,979.354,25196.166,283100
2279,2710271.07655205,375773.637449445,11,2,1658,0.697,1,1,0,0,0,4411.688,4034.933,27910.826,1138.073,25123.425,183400
2281,2710069.52825142,375871.438932656,14,2.5,1716,0.392,1,1,0,0,0,4248.432,4198.189,27789.639,1344.725,25149.467,192700
2283,2709919.93637284,375842.152392004,11,2.5,2619,0.422,1,1,0,0,0,4102.02,4344.601,27656.4,1482.594,25097.021,464800
2285,2709701.23312584,375857.743695695,15,2,1960,0.394,1,1,0,0,0,3908.685,4537.936,27487.562,1677.36,25049.719,233100
2286,2709537.69328227,375856.908726855,10,2.5,2121,0.416,1,1,0,0,0,3701.752,4744.869,27307.27,1885.69,25000.574,289800
2287,2709422.14628529,375801.921102984,8,2.5,2469,0.496,1,1,0,0,0,3611.68,4834.941,27219.607,1959.605,24951.804,410400
2290,2704125.94911713,375805.866540912,30,1.5,1680,0.622,1,0,0,1,0,7153.309,1293.312,22994.787,115.524,22704.711,172100
2292,2702863.90395364,375700.942102611,7,2,1897,0.543,1,1,1,0,0,8081.27,365.351,22010.883,1065.199,22127.53,283200
2298,2711810.51818859,375716.714575889,41,1,1224,1.026,1,0,1,0,0,5852.053,2594.568,29178.963,230.441,25500.148,95200
2299,2711587.8950887,375724.820154183,64,0.5,1933,0.451,1,0,1,0,0,5661.404,2785.217,29010.455,63.881,25453.235,174200
2302,2709908.60252182,375708.948910484,11,2.5,2949,0.455,1,1,0,0,0,4055.375,4391.246,27576.203,1455.256,24964.534,633500
2305,2713577.59896221,375710.983047493,23,2,1350,1.147,1,1,1,0,0,7395.755,1050.866,30715.768,1695.328,26079.033,135900
2306,2713251.28848536,375710.204998996,14,1,886,0.646,1,1,1,0,0,7156.192,1290.429,30431.009,1407.522,25963.247,81900
2307,2713020.51923865,375709.177409829,21,1,1464,0.643,1,1,1,0,0,6967.347,1479.274,30229.986,1212.722,25883.17,135100
2308,2712789.97373805,375708.211068662,17,2,1152,0.638,1,1,1,0,0,6767.895,1678.726,30029.312,1029.065,25803.161,108800
2310,2712326.92577164,375706.417470852,26,1.5,1450,0.63,1,1,1,0,0,6349.056,2097.565,29628.895,662.15,25647.648,129600
2311,2712094.06580255,375705.923276191,25,2,1196,0.644,1,1,1,0,0,6131.249,2315.372,29427.454,479.868,25572.075,104200
2314,2704375.06942471,375554.639419276,94,1,1459,2.34,1,0,0,1,0,6811.54,1635.081,23042.07,266.2,22603.63,153300
2315,2709780.29792574,375629.273827786,12,2.5,2205,0.481,1,1,0,0,0,3904.589,4542.032,27422.511,1569.822,24860.689,310800
2317,2703773.61718152,375580.911425537,2,2,1372,0.788,1,1,0,0,0,7374.803,1071.818,22596.005,287.571,22371.605,172500
2319,2710291.68707506,375594.987826678,9,3.5,2690,0.506,0,1,0,0,0,4379.264,4067.357,27829.621,1067.995,24949.215,563200
2321,2710028.97584186,375613.830069792,9,2,1531,0.396,1,1,0,0,0,4142.296,4304.325,27629.595,1324.519,24915.139,162400
2322,2711585.34958784,375589.48861757,64,1,1281,1.022,1,0,1,0,0,5605.613,2841.008,28923.922,152.151,25300.192,99100
2323,2710911.80004841,375554.83655172,6,2,2096,0.503,0,1,0,0,0,4963.138,3483.483,28338.613,460.455,25081.96,310300
2325,2711045.48189326,375568.788397653,16,2.5,1997,0.684,0,1,0,0,0,5111.889,3334.732,28472.167,308.995,25125.535,270700
2327,2710723.93567218,375556.320283568,10,2.5,2395,0.57,1,1,0,0,0,4784.126,3662.495,28177.38,638.451,25025.639,386200
2329,2703333.25187794,375517.473425956,5,2,1640,1.023,1,1,1,0,0,7663.917,782.704,22216.168,716.133,22115.559,210300
2330,2703478.31175774,375480.3472287,6,2,2925,0.907,0,1,1,0,0,7558.84,887.781,22300.902,604.151,22150.81,736200
2332,2709582.33398097,375530.337012834,11,2.5,2005,0.473,1,1,0,0,0,3684.351,4762.27,27199.862,1750.713,24715.609,257600
2333,2702679.01515122,375520.395822705,7,2,2065,0.431,1,1,1,0,0,8008.962,437.659,21738.184,1319.676,21877.06,325500
2338,2712330.17121434,375554.207227212,37,2.5,2767,0.606,1,0,1,0,0,6288.769,2157.852,29554.439,758.975,25504.864,472700
2342,2711861.77985872,375553.994000647,44,1,1278,0.772,1,0,1,0,0,5852.356,2594.265,29142.919,394.764,25351.376,99200
2344,2703191.61178569,375472.692941796,4,2,1945,0.685,1,1,0,0,0,7734.671,711.95,22084.149,867.626,22030.159,307800
2345,2702099.32936248,375386.912608648,26,2,1523,1.487,1,1,0,0,1,8221.471,225.15,21277.014,1855.24,21587.204,278700
2346,2710134.01985306,375477.898108213,10,2.5,2764,0.628,1,1,0,0,0,4212.236,4234.385,27650.618,1183.831,24804.74,541300
2348,2703553.20716925,375252.73128866,6,2,2102,2.15,1,1,0,0,0,7393.429,1053.192,22195.617,651.96,21984.152,351900
2357,2710473.52604553,375369.256359248,6,2.5,2482,0.683,1,1,0,0,0,4468.633,3977.988,27844.934,863.523,24760.431,432200
2359,2711471.02594138,375389.904830611,45,2,1918,0.73,1,0,0,0,0,5430.498,3016.123,28724.971,121.032,25077.037,209100
2360,2702569.4246548,375364.165818497,7,2,2047,0.483,1,1,0,0,0,7995.979,450.642,21549.693,1483.499,21688.864,345600
2362,2704380.02994246,375335.149624294,44,2,3424,1.129,1,0,0,1,0,6709.946,1736.675,22897.311,175.516,22402.756,873600
2363,2710951.40678205,375394.663482565,8,2.5,1662,0.55,0,1,0,0,0,4950.834,3495.787,28288.457,376.299,24934.21,207100
