ID,COORDS_X,COORDS_Y,AGE,BEDROOMS,HOUSESIZE,LOTSIZE,NEWHOME,DFLOOD100,DFLOOD500,PROXAMEN,DISTAMEN,DISTCBD,DISTHWY,DISTPARK,RESID,AGEnorm,HOUSESIZEnorm,LOTSIZEnorm,BEDROOMSnorm,RESIDnorm,PRICE
2651,2703137.93783957,372809.869766883,64,3,2448,1.27,1,1,0,8193.623,252.998,20349.014,1993.789,19586.504,-0.964674150366376,0.769230769230769,0.386486486486486,0.612182814331433,0.1,0.61476306846794,118900
2652,2710604.45944887,372833.822262788,13,3,1320,0.489,1,0,0,6389.882,2056.739,26735.828,921.157,22382.87,-0.13080088500201,0.956043956043956,0.195945945945946,0.506667564237931,0.1,0.732829056551393,96800
2658,2710735.29956298,372794.035353842,17,3,1376,0.473,1,0,0,6512.696,1933.925,26835.221,808.726,22383.109,-0.0843724275640187,0.941391941391941,0.205405405405405,0.502989702920133,0.1,0.739402743381624,107900
2661,2705134.28336975,372747.039667544,53,3,1029,0.713,1,0,1,7524.218,922.403,21954.307,176.086,20493.363,-0.519735844062155,0.80952380952381,0.146790540540541,0.548360140005885,0.1,0.677760748033829,72000
2663,2710866.23274231,372753.679965448,11,3,1508,0.467,1,0,0,6631.238,1815.383,26933.564,697.913,22384.424,-0.0774092648546618,0.963369963369963,0.227702702702703,0.501578336815342,0.1,0.740388639823701,115000
2666,2710998.9215143,372713.074818365,18,3,1640,0.478,1,0,0,6748.82,1697.801,27034.241,581.13,22387.048,-0.0694200906636845,0.937728937728938,0.25,0.504152232139587,0.1,0.741519806613676,131100
2669,2704262.25279964,372543.640254881,6,3,3551,2.7,1,0,0,7976.388,470.233,20920.882,1271.842,19743.746,-0.823164084119307,0.981684981684982,0.572804054054054,0.695567635379436,0.1,0.634799117696493,134000
2670,2711133.41065191,372671.644507655,19,2,1320,0.478,1,0,0,6864.274,1582.347,27135.912,462.201,22390.136,-0.0599702699663251,0.934065934065934,0.195945945945946,0.504152232139587,0.0666666666666667,0.742857782615771,108400
2672,2703362.87615277,372650.692028015,2,3,2587,0.537,1,1,0,8144.839,301.782,20437.505,1851.843,19545.278,-0.885887693040556,0.996336996336996,0.409966216216216,0.517019496313399,0.1,0.625918241943496,92900
2674,2703752.49790338,372656.88442505,1,3,1965,0.452,1,0,0,7861.491,585.13,20767.37,1480.065,19728.737,-1.22838315348377,1,0.304898648648649,0.497969022472737,0.1,0.577425183548517,40000
2675,2704367.87513233,372343.043368994,43,3,2476,12.21,1,0,0,8079.841,366.78,21117.499,994.11,19755.088,-0.679288773636776,0.846153846153846,0.391216216216216,0.862396288693675,0.1,0.655170055821619,141700
2676,2711266.49635407,372631.43870902,12,3,1190,0.475,1,0,0,6974.718,1471.903,27238.748,342.684,22395.272,-0.0486791908545877,0.95970695970696,0.173986486486486,0.503456182557665,0.1,0.744456457698936,94200
2677,2710534.52963421,372606.280176294,18,3,2543,0.596,1,0,0,6487.583,1959.038,26570.13,1058.267,22143.098,-0.10043072220614,0.937728937728938,0.402533783783784,0.528544087093637,0.1,0.737129090414672,198400
2680,2711399.3031998,372590.312351929,20,3,1107,0.472,1,0,0,7079.132,1367.489,27339.325,226.923,22399.718,-0.0322851744474886,0.93040293040293,0.159966216216216,0.5027557229173,0.1,0.746777644654024,93100
2681,2710645.42655662,372572.943676983,16,3,1964,0.459,1,0,0,6595.745,1850.876,26655.088,958.795,22144.621,-0.0953706198560507,0.945054945054945,0.30472972972973,0.499668042893436,0.1,0.737845537395984,150900
2682,2713516.12614037,372567.690507277,15,3,2193,0.459,1,1,0,7513.933,932.688,29251.186,1877.375,23146.593,-0.19596015723287,0.948717948717949,0.343412162162162,0.499668042893436,0.1,0.723603321444784,167800
2687,2710742.8775711,372544.025410351,13,3,1316,0.459,1,0,0,6690.299,1756.322,26730.257,871.017,22146.481,-0.0904948510259895,0.956043956043956,0.19527027027027,0.499668042893436,0.1,0.738535885064506,100200
2688,2705994.70357321,372547.730884301,13,3,1620,0.693,1,0,0,7389.661,1056.96,22586.487,611.344,20707.115,-0.905795312925527,0.956043956043956,0.246621621621622,0.545214678620139,0.1,0.623099572836648,55500
2689,2706856.93372325,372322.557761675,38,3,1200,3.04,1,0,0,6778.415,1668.206,23199.222,1408.149,20857.219,-1.27227619064717,0.864468864468864,0.175675675675676,0.708680153728847,0.1,0.571210480406049,35000
2694,2705716.0800091,372533.340394692,10,3,1782,0.688,1,0,1,7562.388,884.233,22349.674,342.231,20592.136,-0.802302134072744,0.967032967032967,0.273986486486486,0.544414128343903,0.1,0.637752907976026,73700
2696,2705581.81542101,372539.088387601,1,3,1404,0.459,1,0,1,7632.543,814.078,22219.34,193.237,20530.775,-0.767613978516625,1,0.210135135135135,0.499668042893436,0.1,0.642664315417223,56300
2698,2705471.09434742,372542.804881688,3,3,1859,0.539,1,0,1,7671.785,774.836,22115.428,74.37,20482.175,-0.723470398775825,0.992673992673993,0.286993243243243,0.517430483812998,0.1,0.648914492243986,79200
2700,2710838.34771043,372513.330577109,11,3,1191,0.459,1,0,0,6780.839,1665.782,26801.182,787.954,22146.791,-0.0853660755227188,0.963369963369963,0.174155405405405,0.499668042893436,0.1,0.739262055302363,90200
2702,2713331.50014728,372489.301170506,10,4,1984,0.459,1,1,0,7353.49,1093.131,29049.572,1688.999,23000.699,-0.153595104815439,0.967032967032967,0.308108108108108,0.499668042893436,0.133333333333333,0.729601681125599,152600
2703,2710933.45910042,372484.326737309,16,3,1120,0.459,1,0,0,6870.791,1575.83,26873.922,704.098,22148.846,-0.0797701299514063,0.945054945054945,0.162162162162162,0.499668042893436,0.1,0.740054370958207,87700
2706,2711029.33647098,372455.400297277,16,3,1293,0.459,1,0,0,6960.365,1486.256,26947.812,612.329,22151.633,-0.0736417758905904,0.945054945054945,0.191385135135135,0.499668042893436,0.1,0.740922068973684,101800
2708,2705171.19929459,372446.384924725,25,3,1152,0.631,0,0,1,7813.64,632.981,21852.375,191.03,20271.487,-0.579462317814437,0.912087912087912,0.167567567567568,0.53485295888685,0.1,0.66930422900246,56000
2709,2713170.80112272,372420.236261701,19,3,1522,0.587,1,1,0,7420.005,1026.616,28875.608,1527.666,22874.609,-0.108023259404951,0.934065934065934,0.230067567567568,0.526861891341139,0.1,0.736054082444431,131700
2710,2711125.21345227,372425.799961741,17,3,1860,0.459,0,0,0,7048.153,1398.468,27021.057,516.095,22154.324,-0.0913028584263884,0.941391941391941,0.287162162162162,0.499668042893436,0.1,0.738421481358249,125000
2712,2711221.44140437,372396.71795035,17,3,1744,0.459,1,0,0,7134.672,1311.949,27095.47,416.631,22158.001,-0.0563093319755754,0.941391941391941,0.267567567567568,0.499668042893436,0.1,0.743376125485297,140200
2713,2705307.65160618,372432.735379371,59,3,1400,0.409,1,0,1,7801.991,644.63,21931.225,97.524,20317.944,-0.80810927823587,0.787545787545788,0.209459459459459,0.48691711716728,0.1,0.636930689250422,73900
2716,2711316.96585995,372366.83372153,17,3,1778,0.459,1,0,0,7218.15,1228.471,27168.333,318.865,22161.248,-0.0451400690281341,0.941391941391941,0.273310810810811,0.499668042893436,0.1,0.744957552928563,144500
2719,2705863.2798765,372387.985518701,4,3,1568,0.711,1,0,0,7554.329,892.292,22440.885,508.447,20529.697,-0.919743933771097,0.989010989010989,0.237837837837838,0.548049590616091,0.1,0.62112462319989,50500
2720,2713563.59396251,372371.764271291,26,4,2373,0.344,0,1,0,7568.025,878.596,29215.307,1920.495,22986.563,-0.441130279437884,0.908424908424908,0.373817567567568,0.467782888241875,0.133333333333333,0.688890309373306,147500
2721,2713820.87991074,372367.842144741,25,3,1536,0.459,1,1,0,7811.507,635.114,29449.464,2177.526,23088.318,-0.158291145153466,0.912087912087912,0.232432432432432,0.499668042893436,0.1,0.728936780755701,129300
2722,2711464.37588162,372276.21281697,7,3,1288,0.631,0,0,0,7349.528,1097.093,27281.406,163.591,22161.842,-0.0401305974371304,0.978021978021978,0.190540540540541,0.53485295888685,0.1,0.745666831229876,90500
2725,2711502.1655793,372364.875767605,8,3,1803,0.477,1,0,0,7324.613,1122.008,27331.041,138.493,22219.342,-0.0169681198888849,0.974358974358974,0.277533783783784,0.50392070219094,0.1,0.748946347328764,143600
2726,2705886.91475553,372302.863172658,3,3,1722,0.944,1,0,0,7592.88,853.741,22414.31,514.465,20461.545,-0.856411835550719,0.992673992673993,0.263851351351351,0.579386963019328,0.1,0.63009165340024,59400
2727,2712717.72653976,372267.686801398,22,4,3116,0.918,1,0,0,7677.673,768.948,28399.29,1083.962,22560.05,-0.00698581825906656,0.923076923076923,0.499324324324324,0.576299282995464,0.133333333333333,0.750359715947503,274800
2728,2713428.61698585,372312.292228628,25,3,1732,0.344,1,1,0,7555.417,891.204,29067.827,1788.048,22877.559,-0.131945990832961,0.912087912087912,0.265540540540541,0.467782888241875,0.1,0.732666923938433,147700
2729,2704875.5491291,372193.310842437,54,3,1391,3.43,1,0,0,8119.471,327.15,21381.57,641.294,19856.887,-0.526832493289216,0.805860805860806,0.207939189189189,0.722024507353448,0.1,0.67675595157629,93700
2731,2713880.38053139,372228.900559584,23,4,2816,0.918,1,1,0,7891.123,555.498,29448.933,2244.117,22986.028,-0.114448810782716,0.919413919413919,0.448648648648649,0.576299282995464,0.133333333333333,0.735144305019122,248700
2733,2713605.30215616,372275.038547171,26,3,1602,0.344,1,1,0,7673.09,773.531,29214.864,1966.577,22914.899,-0.146036034508934,0.908424908424908,0.243581081081081,0.467782888241875,0.1,0.730671950603947,135500
2734,2712573.14639782,372224.178350731,20,3,1705,0.459,1,1,0,7741.898,704.723,28248.661,944.982,22465.093,0.0117310356329323,0.93040293040293,0.26097972972973,0.499668042893436,0.1,0.753009787535548,165400
2736,2711755.7992588,372226.550633433,4,3,1764,0.482,1,0,0,7569.2,877.421,27510.114,136.879,22180.953,0.026732012048179,0.989010989010989,0.270945945945946,0.505073533388486,0.1,0.755133737512417,143700
2738,2712478.8808168,372194.232302566,17,3,1440,0.459,1,1,0,7770.929,675.692,28151.335,855.887,22403.104,0.0217323884534458,0.941391941391941,0.216216216216216,0.499668042893436,0.1,0.75442585356377,138900
2740,2712110.66862518,372185.525177825,10,3,1376,0.498,0,1,0,7749.609,697.012,27809.932,487.616,22263.435,0.243456918071848,0.967032967032967,0.205405405405405,0.508683830031987,0.1,0.785819264000423,160000
2741,2706357.44100784,372190.285876983,17,3,2176,1.298,1,0,0,7314.911,1131.71,22682.65,869.624,20518.956,-1.12737554419863,0.941391941391941,0.340540540540541,0.614593777697587,0.1,0.59172659323454,62600
2742,2713469.66159621,372215.785667873,24,3,1224,0.344,1,1,0,7659.91,786.711,29067.077,1837.012,22805.701,-0.0967653762904394,0.915750915750916,0.17972972972973,0.467782888241875,0.1,0.737648057391046,107800
2743,2712209.89006359,372162.604889603,15,3,1482,0.475,1,1,0,7789.726,656.895,27892.125,589.972,22278.143,0.052790851295454,0.948717948717949,0.223310810810811,0.503456182557665,0.1,0.75882334207444,146000
2744,2705787.15736269,372116.113184001,47,4,2476,1.374,1,0,0,7843.947,602.674,22168.554,328.727,20199.561,-0.813526086341139,0.831501831501831,0.391216216216216,0.620884560402929,0.133333333333333,0.63616373721134,114100
2745,2712319.37190102,372140.645273235,23,3,1684,0.55,0,1,0,7805.4,641.221,27998.081,711.062,22312.156,-0.197161292021674,0.919413919413919,0.257432432432432,0.519664004425329,0.1,0.723433255834634,121500
2746,2705256.72207322,372146.163424415,62,2,1040,0.933,1,0,0,8168.071,278.55,21604.418,329.669,19938.105,-0.689490346613607,0.776556776556777,0.148648648648649,0.57809114572225,0.0666666666666667,0.653725641132309,59500
2747,2713644.73761103,372183.930702311,26,3,1586,0.344,1,1,0,7771.993,674.628,29215.153,2014.348,22847.964,-0.111022917969726,0.908424908424908,0.240878378378378,0.467782888241875,0.1,0.735629368441628,139000
2748,2713260.33923319,372171.885039114,17,4,2988,0.378,1,1,0,7667.849,778.772,28858.063,1634.729,22682.081,-0.0291795027171497,0.941391941391941,0.477702702702703,0.478203025683298,0.133333333333333,0.747217368790455,267400
2749,2713033.03392985,372147.027389555,31,3,1790,0.534,1,1,0,7692.606,754.015,28640.185,1412.746,22569.824,0.0230514830723496,0.89010989010989,0.275337837837838,0.51640013609366,0.1,0.754612620805299,187800
2750,2713508.2186371,372124.118963983,25,3,1650,0.344,1,1,0,7759.027,687.594,29066.422,1886.446,22737.542,-0.0595214225251076,0.912087912087912,0.251689189189189,0.467782888241875,0.1,0.742921333779775,151300
2751,2704970.21895767,372071.56845517,46,2,1658,1.3,1,0,0,8230.189,216.432,21386.824,574.848,19792.949,-0.645477816855164,0.835164835164835,0.253040540540541,0.614763994066966,0.0666666666666667,0.659957262926434,91800
2752,2713685.24009823,372090.664906833,26,3,1948,0.344,0,1,0,7873.158,573.463,29215.907,2065.802,22779.832,-0.23267083982982,0.908424908424908,0.302027027027027,0.467782888241875,0.1,0.718405549560188,135000
2753,2706647.09668333,372068.573074667,11,3,1296,0.84,0,0,0,7048.203,1398.418,22887.548,1175.798,20529.484,-1.92521760077402,0.963369963369963,0.191891891891892,0.566482451335365,0.1,0.478762172072833,15000
2754,2712840.78951385,372037.734819175,23,4,2282,0.459,1,0,0,7856.166,590.455,28419.711,1234.232,22394.91,0.0841498446783704,0.919413919413919,0.358445945945946,0.499668042893436,0.133333333333333,0.763263381937619,215600
2755,2713308.38209856,372056.028358014,24,3,1977,0.478,1,1,0,7780.938,665.683,28855.624,1695.925,22594.484,0.0198375838106414,0.915750915750916,0.306925675675676,0.504152232139587,0.1,0.754157573008835,197800
2756,2711720.98076006,372026.22662778,35,2,1137,0.909,0,0,0,7729.628,716.993,27392.63,129.857,21978.246,0.070120892351607,0.875457875457875,0.165033783783784,0.575210057336823,0.0666666666666667,0.761277058371398,107000
2757,2705319.92964056,372031.589717764,45,4,1640,1.393,1,0,0,8212.937,233.684,21706.15,173.262,19941.073,-0.679056812986766,0.838827838827839,0.25,0.622402874610788,0.133333333333333,0.655202898538225,85800
2758,2712743.24883984,372009.747163859,17,3,1812,0.459,0,0,0,7916.067,530.554,28318.438,1140.525,22331.224,-0.01328330266157,0.941391941391941,0.279054054054054,0.499668042893436,0.1,0.749468071198469,136000
2759,2713067.26115805,372041.82804748,23,3,1789,0.486,1,1,0,7797.868,648.753,28628.68,1458.388,22485.97,0.0729018489499314,0.919413919413919,0.275168918918919,0.505987220490439,0.1,0.761670806920771,187900
2762,2711868.46531925,371990.851170902,13,3,1868,0.463,1,0,0,7829.015,617.606,27510.015,277.97,21995.422,0.0553517805448942,0.956043956043956,0.288513513513514,0.500627315810514,0.1,0.759185937512867,164200
2763,2712647.26848078,371981.771027387,27,3,1588,0.459,1,1,0,7971.872,474.749,28219.111,1049.862,22268.826,0.111221143599575,0.904761904761905,0.241216216216216,0.499668042893436,0.1,0.767096338081665,176900
2764,2706325.88824422,372012.298266756,44,3,1560,0.37,1,0,0,7380.59,1066.031,22578.642,843.827,20346.006,-1.11598210588035,0.842490842490843,0.236486486486486,0.475838111763859,0.1,0.593339761096599,50000
2766,2713750.42794572,371987.524940978,27,3,1976,0.332,1,1,0,7997.959,448.662,29229.279,2139.1,22705.788,-0.0187173861554895,0.904761904761905,0.306756756756757,0.463857428188541,0.1,0.748698673181185,190300
2768,2712552.32856369,371952.773925552,23,3,2288,0.459,1,1,0,8012.425,434.196,28121.763,961.572,22207.342,0.125306969995271,0.919413919413919,0.359459459459459,0.499668042893436,0.1,0.769090714302197,252200
2770,2713662.76394897,371934.300963491,12,3,1920,0.391,1,1,0,8002.394,444.227,29131.325,2061.35,22623.653,0.020787791478453,0.95970695970696,0.297297297297297,0.48194127942802,0.1,0.754292110488143,178400
2772,2712394.93496535,371909.066475227,23,4,1512,0.53,1,1,0,8057.566,389.055,27955.859,811.426,22102.728,0.141696344524325,0.919413919413919,0.228378378378378,0.515568887740979,0.133333333333333,0.771411244025616,169200
2773,2712289.38076893,371898.321075216,24,4,1998,0.576,1,1,0,8068.056,378.565,27848.065,703.179,22049.124,0.144341550210463,0.915750915750916,0.310472972972973,0.524770495164158,0.133333333333333,0.77178577194969,225800
2774,2713351.28219832,371935.146934722,29,3,2170,0.404,0,1,0,7894.173,552.448,28850.18,1756.329,22501.769,0.0885714314743968,0.897435897435897,0.339527027027027,0.485557253649931,0.1,0.763889423130751,237100
2776,2706833.41847016,371519.177575336,34,0,292,29.37,1,0,0,7172.554,1274.067,22420.475,1040.009,19837.371,-1.05835892115512,0.879120879120879,0.0222972972972973,0.959432900416961,0,0.601498480800998,11800
2780,2713936.80322282,371811.498508004,17,3,2200,0.84,1,0,0,8214.086,232.535,29353.704,2354.402,22651.609,0.0419125415063787,0.941391941391941,0.344594594594595,0.566482451335365,0.1,0.757283109946524,200000
2781,2711712.80098268,371878.458953731,54,3,1384,0.397,0,0,1,7847.53,599.091,27323.69,144.338,21836.144,0.0100676288935815,0.805860805860806,0.206756756756757,0.483624898412959,0.1,0.75277427001937,161000
2782,2712837.57422027,371873.445944075,24,3,2150,0.459,0,0,0,8012.991,433.63,28350.843,1255.336,22240.899,0.183575939453188,0.915750915750916,0.336148648648649,0.499668042893436,0.1,0.77734086901923,228000
2784,2713389.00226151,371834.792618431,17,3,1432,0.394,1,1,0,7981.232,465.389,28845.141,1807.812,22425.241,0.143473485469556,0.941391941391941,0.214864864864865,0.482786293809932,0.1,0.771662864877822,155000
2785,2704785.53450087,371529.331130506,24,3,1956,13.47,1,0,0,8247.754,198.867,20954.253,693.175,19190.686,-0.409863244884113,0.915750915750916,0.303378378378378,0.873253912425469,0.1,0.693317329020491,132800
2787,2712644.27306473,371818.436982037,3,3,1810,0.459,1,1,0,8130.01,316.611,28151.759,1073.176,22116.262,0.205010649820702,0.992673992673993,0.278716216216216,0.499668042893436,0.1,0.780375754971255,193800
2788,2713814.0227298,371735.536934618,27,4,2036,0.768,1,0,0,8242.451,204.17,29205.123,2244.564,22519.776,0.0904535504281256,0.904761904761905,0.316891891891892,0.556575333422741,0.133333333333333,0.764155907551337,202500
2789,2712865.83924651,371779.552410855,24,3,1558,0.459,1,0,0,8091.64,354.981,28339.983,1297.921,22165.418,0.246690190995524,0.915750915750916,0.236148648648649,0.499668042893436,0.1,0.786277054864255,176400
2790,2705290.23733919,371730.613429637,39,3,1822,1.393,1,0,0,8429.943,16.678,21553.756,191.853,19678.716,-0.629032619359621,0.860805860805861,0.280743243243243,0.622402874610788,0.1,0.662285696481251,97900
2791,2711975.5307876,371708.356127813,43,4,1602,1.716,1,0,0,8129.332,317.289,27486.374,422.959,21762.619,0.088139160135092,0.846153846153846,0.243581081081081,0.645457712318866,0.133333333333333,0.763828218934724,180100
2792,2713152.87611502,371758.390997042,32,4,2814,0.488,1,1,0,8081.7,364.921,28597.961,1586.509,22260.23,0.24988012367487,0.886446886446886,0.448310810810811,0.506441247863971,0.133333333333333,0.786728709293471,365900
2793,2713425.5963568,371734.004098629,28,2,1461,0.489,1,1,0,8068.894,377.727,28836.431,1860.619,22340.247,0.197977083842987,0.901098901098901,0.219763513513513,0.506667564237931,0.0666666666666667,0.779379890310039,181000
2794,2712464.22422558,371640.514499271,17,3,1990,0.775,1,1,0,8323.656,122.965,27914.458,921.084,21883.147,0.244280669527878,0.941391941391941,0.309121621621622,0.557578436312797,0.1,0.785935896867348,244700
2795,2712699.42752507,371724.174251137,20,3,2273,0.552,1,1,0,8209.466,237.155,28148.459,1126.597,22040.062,0.241067352398429,0.93040293040293,0.356925675675676,0.520065295283605,0.1,0.785480931493505,278900
2796,2713699.75407089,371658.734498272,34,3,1975,0.503,1,0,0,8260.009,186.612,29061.554,2139.495,22391.144,0.148528871345992,0.879120879120879,0.306587837837838,0.509788289867573,0.1,0.772378644065662,214700
2797,2712908.96044331,371676.343777495,17,3,2111,0.489,1,0,0,8167.139,279.482,28336.328,1347.422,22093.623,0.318846325661107,0.941391941391941,0.329560810810811,0.506667564237931,0.1,0.796493457871074,247300
2798,2711723.97479895,371642.46917165,50,3,1020,1.401,1,0,0,8024.523,422.098,27259.898,207.578,21637.581,-0.00023438911030734,0.82051282051282,0.14527027027027,0.623035978760816,0.1,0.751315633574956,109700
2800,2703688.82541801,371525.93733875,6,3,1064,2.05,1,1,0,8393.357,53.264,20096.162,1748.945,18710.459,-0.686985435542815,0.981684981684982,0.152702702702703,0.665119323465977,0.1,0.654080305099746,50800
2805,2705282.78772432,371560.348963475,39,4,1762,1.156,1,0,0,8325.028,121.593,21454.573,194.783,19511.996,-0.598295063208324,0.860805860805861,0.270608108108108,0.601784943657044,0.133333333333333,0.66663774863235,95800
2806,2711267.85803139,371451.972558528,54,3,1410,1.334,1,0,0,7704.151,742.47,26767.21,199.053,21305.232,-0.0982438241599309,0.805860805860806,0.211148648648649,0.617618281182785,0.1,0.737438727729343,139900
2811,2711386.6045287,371506.019863164,44,2,1363,0.654,1,0,0,7787.968,658.653,26870.999,112.744,21372.753,-0.0759816686892263,0.842490842490843,0.203209459459459,0.538811010755307,0.0666666666666667,0.74059076952237,128200
2813,2711910.01671188,371471.24847397,32,3,1990,1.169,1,0,0,8276.146,170.475,27344.952,415.143,21521.518,0.067676676402219,0.886446886446886,0.309121621621622,0.603021276223803,0.1,0.760930988071341,204700
2814,2713129.0338736,371445.630062694,14,3,2420,0.749,0,0,0,8396.014,50.607,28456.143,1612.68,21963.041,0.834050895473304,0.952380952380952,0.381756756756757,0.553805835019651,0.1,0.869439958408429,475000
2815,2712875.529426,371446.071938476,14,3,1759,0.562,0,1,0,8409.959,36.662,28215.823,1359.534,21854.655,0.695479480183137,0.952380952380952,0.270101351351351,0.522050187200177,0.1,0.849819985271135,295000
2816,2711632.67355871,371506.603570088,29,3,1104,0.488,1,0,1,8017.942,428.679,27092.679,128.006,21449.005,-0.0256620738814313,0.897435897435897,0.159459459459459,0.506441247863971,0.1,0.747715392564872,109000
2818,2705622.89516747,371495.89027707,41,3,1534,0.569,1,0,1,8052.481,394.14,21714.859,147.247,19586.938,-0.639991298624652,0.853479853479854,0.232094594594595,0.52341870789399,0.1,0.660734085044289,88000
2819,2704269.10559727,371031.872694754,18,3,2744,5.61,1,0,0,8309.445,137.176,20301.581,1195.433,18586.168,-0.210583925247268,0.937728937728938,0.436486486486486,0.776416763427817,0.1,0.721532779442974,211200
2821,2710730.04827891,371022.990094463,20,3,1680,8.12,1,0,0,7164.793,1281.828,26097.47,623.462,20726.124,-0.440546990572183,0.93040293040293,0.256756756756757,0.817297917438601,0.1,0.688972895755586,105900
2822,2712404.30198781,371328.68248168,19,3,1291,0.924,1,0,0,8400.215,46.406,27747.409,934.708,21567.815,0.246231838153347,0.934065934065934,0.191047297297297,0.577019516878721,0.1,0.786212157854781,146700
