ID,COORDS_X,COORDS_Y,AGE,HOUSESIZE,LOTSIZE,BEDROOMS,DFLOOD100,RESID,AGEnorm,HOUSESIZEnorm,LOTSIZEnorm,BEDROOMSnorm,RESIDnorm,PRICE_KRIGING
53,2478394.996855214,681500.3848612696,47.0,774.0,0.11,2.0,0.0,-0.21316922207222788,0.656934306569343,0.04088772275062862,0.24913444359809056,0.125,0.2931324079035584,24136.451341169453
55,2480243.4835339664,696710.6750583543,31.0,1294.0,0.5,3.0,0.0,-0.04151642098050701,0.7737226277372262,0.09773696293866842,0.47041134188154643,0.25,0.46270406172595785,69297.64786299702
56,2490091.5788867986,675401.7230301321,47.0,1269.0,0.32,3.0,0.0,0.1463118517420945,0.656934306569343,0.0950038263911665,0.4051902752004612,0.25,0.6482550730558417,66549.25279714458
69,2477155.867453108,673344.293760379,48.0,1462.0,0.25,4.0,0.0,0.010328365845809984,0.6496350364963503,0.11610364053788128,0.3691137730814312,0.375,0.5139202736857658,70023.29181501933
70,2487539.7867453434,681123.2655788343,52.0,870.0,0.12,2.0,0.0,0.3878247294385968,0.6204379562043796,0.05138296709303597,0.2618504167625194,0.125,0.8868398082301869,47634.91875508538
72,2492912.0472596623,674416.4001824742,34.0,1435.0,0.3,3.0,0.0,0.07922399800709634,0.7518248175182481,0.11315185306657921,0.39575851890317726,0.25,0.5819806036799524,83375.01138152793
77,2484486.7533470816,675075.7225024686,39.0,1456.0,0.22,3.0,0.0,0.04896631975276122,0.7153284671532847,0.11544768776648082,0.35043201239820587,0.25,0.5520897745773615,76630.50876684114
85,2483921.7973635294,677776.2305355569,62.0,1851.0,0.15,3.0,0.0,0.05087093815486021,0.5474452554744526,0.15863124521701105,0.294460950103062,0.25,0.5539713010674066,76026.540951691
86,2480403.4657477057,682475.4266346354,97.0,3740.0,0.49,5.0,0.0,-0.4989520122384601,0.291970802919708,0.3651470427462556,0.4674588879268296,0.5,0.01081449608239741,74651.88099103761
91,2486050.363000189,682641.957927945,57.0,899.0,0.12,2.0,1.0,0.33273808820908357,0.583941605839416,0.05455340548813819,0.2618504167625194,0.125,0.8324210466521664,41738.1299503974
97,2481380.065183001,670760.5975965364,39.0,1344.0,0.38,3.0,0.0,0.03950654208245652,0.7153284671532847,0.10320323603367224,0.4303047295509543,0.25,0.5427446888336769,70682.25507991275
98,2485817.658501545,677348.0929990993,54.0,2287.0,0.54,3.0,0.0,0.15157660803402173,0.6058394160583942,0.2062971466054444,0.48165854388721235,0.25,0.6534559985619566,123761.94901079895
99,2483969.232164073,677857.5000701279,62.0,1880.0,0.13,5.0,0.0,0.06614052442567697,0.5474452554744526,0.16180168361211325,0.27354797813896126,0.5,0.5690557563204417,85545.03040471121
100,2483283.4497277965,678746.3607036882,77.0,1106.0,0.19,3.0,0.0,0.03717796759278791,0.43795620437956206,0.07718377610145404,0.32900716075083897,0.25,0.5404443463705745,35044.59915312333
101,2490405.316797094,675426.0913963423,43.0,1260.0,0.27,3.0,0.0,0.18211734389489642,0.6861313868613139,0.09401989723406581,0.38036097508709704,0.25,0.6836264534333241,71258.60911643069
107,2492852.6962736715,674584.2280325326,38.0,2394.0,0.74,4.0,0.0,0.009931712841801499,0.7226277372262774,0.2179949710287526,0.5277049607157908,0.375,0.5135284297691179,144794.43119655977
109,2485159.9552706196,681377.2349269579,82.0,2890.0,0.21,5.0,0.0,0.29022985142072066,0.4014598540145985,0.27222040013119053,0.3436335075257613,0.5,0.790428186836117,141194.61245719806
110,2490572.872398138,673200.0388392634,38.0,1650.0,0.42,3.0,0.0,0.04816055449128598,0.7226277372262774,0.13665682737509566,0.4449310763258766,0.25,0.5512937785486804,91701.28186160442
118,2488609.9436952556,672416.8493504571,37.0,2051.0,0.33,3.0,0.0,0.030441594912641534,0.7299270072992701,0.18049633759702635,0.40968729156049466,0.25,0.5337896465994588,116028.18913927236
123,2477206.2866651015,666182.739971203,35.0,1262.0,0.24,3.0,0.0,0.1792182219002285,0.7445255474452555,0.09423854815786596,0.36314798556263467,0.25,0.6807624808785968,77882.52980744421
124,2480925.7722941465,683636.1253156146,47.0,1446.0,0.47,3.0,1.0,-0.4586519346310691,0.656934306569343,0.11435443314748005,0.46136877755905353,0.25,0.05062596880869908,40531.95407252034
128,2488218.4646865604,672316.5085881439,43.0,1868.0,0.35,3.0,0.0,0.08446664007952442,0.6861313868613139,0.16048977806931233,0.41828633050413033,0.25,0.5871596830830639,102689.00524757162
131,2482267.576007673,668183.261793449,34.0,2838.0,0.44,4.0,0.0,0.11055621128102011,0.7518248175182481,0.2665354761123866,0.45172958119832113,0.375,0.6129329399598388,200176.43798958755
132,2487923.5675100214,675007.9679379198,46.0,1548.0,0.25,3.0,0.0,0.2356325833316646,0.6642335766423357,0.12550563026128786,0.3691137730814312,0.25,0.7364928651567513,91689.24185868808
143,2477608.30814955,673029.536705071,56.0,1082.0,0.29,2.0,0.0,0.14855298864307542,0.5912408759124088,0.07455996501585219,0.39080409528347243,0.125,0.6504690380382057,47541.558528479494
144,2488278.231677224,675251.2997616543,44.0,2215.0,0.61,3.0,1.0,0.0986958927992383,0.6788321167883211,0.1984257133486389,0.4994717046870738,0.25,0.6012164179629652,120972.98039611561
147,2489576.7160552843,674328.0718748057,41.0,1716.0,0.32,3.0,0.0,0.03013290587341899,0.7007299270072993,0.1438723078605007,0.4051902752004612,0.25,0.5334847001577759,90007.62352886336
148,2486041.469819287,680947.2236705276,72.0,1836.0,0.12,3.0,0.0,0.3015020257571308,0.4744525547445255,0.1569913632885099,0.2618504167625194,0.25,0.8015636954456044,85269.55869330761
149,2487382.3462174046,682344.4051554843,47.0,2332.0,0.15,4.0,0.0,0.181841545467746,0.656934306569343,0.21121679239094784,0.294460950103062,0.375,0.6833539988324316,141189.33691797123
150,2488964.4524905146,679105.720269594,42.0,2028.0,0.24,3.0,0.0,0.1337342392453067,0.6934306569343065,0.17798185197332458,0.36314798556263467,0.25,0.6358299536365674,118275.32211005736
151,2488016.9371859552,673323.6298932943,41.0,4137.0,0.71,5.0,0.0,-0.11000809534136202,0.7007299270072993,0.408549251120586,0.5216568631412211,0.5,0.3950427918802682,242998.2566699376
164,2488590.6734871804,673311.5850174129,42.0,2063.0,0.56,3.0,0.0,-0.03463439450801786,0.6934306569343065,0.18180824313982727,0.48697336596370305,0.25,0.4695026493584774,105272.74124601173
169,2494128.954322677,677291.014791345,39.0,1269.0,0.24,3.0,0.0,0.14662537350355365,0.7153284671532847,0.0950038263911665,0.36314798556263467,0.25,0.6485647936270286,72367.4008985927
